#  L    TT    EE     BB    EB
4646    7.85760E-01    2.16157E-02    2.12132E-03    -2.92078E-02
4647    7.78464E-01    2.19472E-02    2.18550E-03    -3.18139E-02
4648    7.91647E-01    2.21447E-02    2.14068E-03    -3.02416E-02
4649    7.55806E-01    2.13296E-02    2.12423E-03    -2.92468E-02
4650    7.81692E-01    2.14561E-02    2.15036E-03    -2.83265E-02
4651    7.64674E-01    2.19236E-02    2.21037E-03    -3.14202E-02
4652    7.61928E-01    2.12693E-02    2.13674E-03    -2.94890E-02
4653    7.73681E-01    2.10754E-02    2.21033E-03    -2.78366E-02
4654    7.74587E-01    2.15403E-02    2.08453E-03    -3.12655E-02
4655    7.60653E-01    2.10744E-02    2.12257E-03    -2.80008E-02
4656    7.68477E-01    2.19817E-02    2.13705E-03    -2.83648E-02
4657    7.52870E-01    2.14060E-02    2.15228E-03    -3.06957E-02
4658    7.58547E-01    2.15760E-02    2.10966E-03    -2.88647E-02
4659    7.68055E-01    2.15905E-02    2.15210E-03    -2.71679E-02
4660    7.65816E-01    2.15924E-02    2.11126E-03    -3.03015E-02
4661    7.75138E-01    2.13003E-02    2.13821E-03    -2.92859E-02
4662    7.50496E-01    2.16620E-02    2.15689E-03    -2.78415E-02
4663    7.34594E-01    2.13825E-02    2.15107E-03    -2.98726E-02
4664    7.52403E-01    2.09247E-02    2.17428E-03    -2.87298E-02
4665    7.42326E-01    2.04895E-02    2.12394E-03    -2.57282E-02
4666    7.38185E-01    2.07345E-02    2.11842E-03    -2.82110E-02
4667    7.45910E-01    2.07903E-02    2.08964E-03    -3.01667E-02
4668    7.39568E-01    2.02012E-02    2.07769E-03    -2.53839E-02
4669    7.40225E-01    2.11732E-02    2.13676E-03    -2.83819E-02
4670    7.37113E-01    2.10878E-02    2.08068E-03    -3.00097E-02
4671    7.48351E-01    2.03203E-02    2.10865E-03    -2.86185E-02
4672    7.25432E-01    2.08057E-02    2.13493E-03    -2.77012E-02
4673    7.31158E-01    2.02907E-02    2.12410E-03    -2.77847E-02
4674    7.45230E-01    2.07114E-02    2.08224E-03    -2.92760E-02
4675    7.37205E-01    2.11480E-02    2.10751E-03    -2.72048E-02
4676    7.15921E-01    2.02296E-02    2.08367E-03    -2.83204E-02
4677    7.24246E-01    2.08179E-02    2.07142E-03    -2.45700E-02
4678    7.34071E-01    2.05608E-02    2.06227E-03    -2.72092E-02
4679    7.22718E-01    2.09380E-02    2.08763E-03    -2.77490E-02
4680    7.13715E-01    2.03814E-02    2.07066E-03    -2.59311E-02
4681    7.30229E-01    1.97157E-02    2.08214E-03    -2.75109E-02
4682    7.01754E-01    2.01445E-02    2.12597E-03    -2.65482E-02
4683    7.05944E-01    1.99575E-02    2.06965E-03    -2.60936E-02
4684    7.25634E-01    2.03630E-02    2.08564E-03    -2.95408E-02
4685    7.12626E-01    2.08352E-02    2.06410E-03    -2.66905E-02
4686    6.88728E-01    2.00178E-02    2.11698E-03    -2.58388E-02
4687    7.12582E-01    2.00733E-02    2.05002E-03    -2.52069E-02
4688    7.08888E-01    2.01232E-02    2.03167E-03    -2.70071E-02
4689    7.01098E-01    2.03458E-02    2.04105E-03    -2.55315E-02
4690    7.05303E-01    2.01233E-02    2.12428E-03    -2.62455E-02
4691    6.92393E-01    2.08698E-02    2.05214E-03    -2.58572E-02
4692    7.11232E-01    1.95205E-02    2.00571E-03    -2.53346E-02
4693    7.16803E-01    1.94788E-02    2.03157E-03    -2.55351E-02
4694    7.09892E-01    2.01783E-02    2.08319E-03    -2.79303E-02
4695    7.04435E-01    2.00031E-02    2.05821E-03    -2.62557E-02
4696    6.96021E-01    1.95581E-02    2.01331E-03    -2.50510E-02
4697    6.98141E-01    1.99318E-02    2.05706E-03    -2.70145E-02
4698    7.02620E-01    1.97274E-02    2.00084E-03    -2.61323E-02
4699    6.99927E-01    2.05110E-02    2.00513E-03    -2.67776E-02
4700    6.97538E-01    1.94799E-02    2.03659E-03    -2.49806E-02
4701    6.86665E-01    1.96894E-02    2.04723E-03    -2.70266E-02
4702    6.93188E-01    1.95775E-02    2.04677E-03    -2.67224E-02
4703    6.86996E-01    1.92269E-02    2.00757E-03    -2.52843E-02
4704    6.99979E-01    1.93741E-02    2.07171E-03    -2.71993E-02
4705    6.71814E-01    1.94323E-02    2.04491E-03    -2.55113E-02
4706    6.67012E-01    1.94526E-02    2.03807E-03    -2.32690E-02
4707    6.73169E-01    1.91949E-02    2.01546E-03    -2.46592E-02
4708    6.74020E-01    1.90713E-02    2.02973E-03    -2.57229E-02
4709    6.96227E-01    1.93157E-02    2.01529E-03    -2.64632E-02
4710    6.72660E-01    1.90809E-02    2.05443E-03    -2.43069E-02
4711    6.89387E-01    1.90142E-02    2.02637E-03    -2.56827E-02
4712    6.63401E-01    1.91509E-02    1.96606E-03    -2.60789E-02
4713    6.63465E-01    1.94139E-02    1.98978E-03    -2.63066E-02
4714    6.58600E-01    1.93787E-02    2.02315E-03    -2.41160E-02
4715    6.74313E-01    1.88487E-02    2.05037E-03    -2.52614E-02
4716    6.70105E-01    1.88188E-02    1.95579E-03    -2.56657E-02
4717    6.68584E-01    1.92759E-02    2.03164E-03    -2.46810E-02
4718    6.61810E-01    1.84459E-02    2.07199E-03    -2.35699E-02
4719    6.80943E-01    1.91144E-02    1.99353E-03    -2.52471E-02
4720    6.51957E-01    1.83792E-02    2.03805E-03    -2.49785E-02
4721    6.69058E-01    1.89439E-02    1.98137E-03    -2.41264E-02
4722    6.60412E-01    1.84394E-02    1.96769E-03    -2.31320E-02
4723    6.60380E-01    1.87673E-02    2.03862E-03    -2.31698E-02
4724    6.62996E-01    1.87613E-02    2.00457E-03    -2.59225E-02
4725    6.54916E-01    1.83990E-02    1.98010E-03    -2.59195E-02
4726    6.51726E-01    1.86624E-02    2.00975E-03    -2.32293E-02
4727    6.56316E-01    1.85126E-02    1.99362E-03    -2.39919E-02
4728    6.62248E-01    1.84565E-02    1.90132E-03    -2.36591E-02
4729    6.53491E-01    1.87408E-02    1.98872E-03    -2.52132E-02
4730    6.48763E-01    1.85557E-02    1.99379E-03    -2.34495E-02
4731    6.52813E-01    1.85116E-02    1.98270E-03    -2.52374E-02
4732    6.39307E-01    1.80822E-02    1.96720E-03    -2.20752E-02
4733    6.45029E-01    1.81187E-02    1.95530E-03    -2.38184E-02
4734    6.38636E-01    1.88123E-02    1.94489E-03    -2.26867E-02
4735    6.35640E-01    1.82472E-02    2.00497E-03    -2.31978E-02
4736    6.41381E-01    1.84086E-02    1.91932E-03    -2.34968E-02
4737    6.44016E-01    1.89377E-02    1.94887E-03    -2.46554E-02
4738    6.35825E-01    1.80575E-02    1.95841E-03    -2.42195E-02
4739    6.43200E-01    1.83460E-02    1.93043E-03    -2.33257E-02
4740    6.59692E-01    1.83470E-02    1.98614E-03    -2.53266E-02
4741    6.45122E-01    1.82225E-02    1.97740E-03    -2.51504E-02
4742    6.35088E-01    1.78390E-02    1.99355E-03    -2.37440E-02
4743    6.36681E-01    1.79856E-02    1.91755E-03    -2.36022E-02
4744    6.25335E-01    1.77102E-02    1.95477E-03    -2.27407E-02
4745    6.23675E-01    1.74857E-02    1.90413E-03    -2.32102E-02
4746    6.26559E-01    1.73725E-02    1.97128E-03    -2.21462E-02
4747    6.26476E-01    1.86180E-02    1.94795E-03    -2.32377E-02
4748    6.12476E-01    1.77931E-02    1.95043E-03    -2.13149E-02
4749    6.25246E-01    1.76888E-02    1.93922E-03    -2.31210E-02
4750    6.47671E-01    1.75621E-02    1.94572E-03    -2.26391E-02
4751    6.32036E-01    1.79345E-02    1.90444E-03    -2.41968E-02
4752    6.13108E-01    1.73610E-02    1.95865E-03    -2.23877E-02
4753    6.18304E-01    1.79252E-02    1.91846E-03    -2.34493E-02
4754    6.27671E-01    1.76233E-02    1.88569E-03    -2.23055E-02
4755    6.15402E-01    1.73782E-02    1.95614E-03    -2.18516E-02
4756    6.23983E-01    1.76900E-02    1.89104E-03    -2.38261E-02
4757    6.10339E-01    1.75743E-02    1.94221E-03    -2.28646E-02
4758    6.15663E-01    1.73959E-02    1.93145E-03    -2.22310E-02
4759    6.01946E-01    1.78179E-02    1.96242E-03    -2.22060E-02
4760    6.08800E-01    1.72908E-02    1.91124E-03    -2.15132E-02
4761    6.25890E-01    1.78967E-02    1.86594E-03    -2.34694E-02
4762    6.01125E-01    1.72868E-02    1.91499E-03    -2.31004E-02
4763    6.06115E-01    1.77201E-02    1.90817E-03    -2.25182E-02
4764    6.06742E-01    1.70367E-02    1.90324E-03    -2.32327E-02
4765    6.20292E-01    1.75127E-02    1.89164E-03    -2.46001E-02
4766    5.88614E-01    1.64947E-02    1.87597E-03    -2.18385E-02
4767    5.94429E-01    1.70205E-02    1.90810E-03    -2.30900E-02
4768    6.07673E-01    1.70472E-02    1.87805E-03    -2.38112E-02
4769    6.01178E-01    1.70616E-02    1.86660E-03    -2.19599E-02
4770    6.04186E-01    1.70383E-02    1.84136E-03    -2.19793E-02
4771    6.01714E-01    1.69071E-02    1.91479E-03    -2.31476E-02
4772    6.00809E-01    1.69266E-02    1.88992E-03    -2.22793E-02
4773    6.08608E-01    1.72288E-02    1.84250E-03    -2.44502E-02
4774    6.00974E-01    1.68729E-02    1.86283E-03    -2.45396E-02
4775    6.01921E-01    1.72027E-02    1.90219E-03    -2.27688E-02
4776    5.91586E-01    1.65034E-02    1.86520E-03    -2.28499E-02
4777    5.86615E-01    1.71080E-02    1.88347E-03    -2.33719E-02
4778    5.82857E-01    1.65580E-02    1.87376E-03    -2.16693E-02
4779    5.93787E-01    1.68039E-02    1.87194E-03    -2.33364E-02
4780    5.92519E-01    1.60256E-02    1.84365E-03    -2.14401E-02
4781    5.93470E-01    1.66374E-02    1.92636E-03    -2.14271E-02
4782    6.07407E-01    1.68572E-02    1.82717E-03    -2.20569E-02
4783    5.76847E-01    1.63672E-02    1.84136E-03    -2.10389E-02
4784    5.86196E-01    1.63904E-02    1.84109E-03    -2.13633E-02
4785    5.79216E-01    1.62715E-02    1.80881E-03    -2.09184E-02
4786    5.78646E-01    1.66964E-02    1.85735E-03    -2.06512E-02
4787    5.83373E-01    1.62018E-02    1.83675E-03    -2.18944E-02
4788    5.84469E-01    1.62529E-02    1.80790E-03    -2.21789E-02
4789    5.79763E-01    1.63057E-02    1.84750E-03    -1.96748E-02
4790    5.73491E-01    1.64694E-02    1.81082E-03    -1.99745E-02
4791    5.82704E-01    1.64025E-02    1.87105E-03    -2.17734E-02
4792    5.77504E-01    1.63045E-02    1.87678E-03    -2.13605E-02
4793    5.84113E-01    1.61641E-02    1.82928E-03    -2.27823E-02
4794    5.75589E-01    1.59194E-02    1.87111E-03    -2.20186E-02
4795    5.55337E-01    1.58633E-02    1.81112E-03    -2.04143E-02
4796    5.73091E-01    1.62065E-02    1.85329E-03    -2.07520E-02
4797    5.61848E-01    1.62281E-02    1.84766E-03    -2.07259E-02
4798    5.73112E-01    1.62664E-02    1.82051E-03    -2.23387E-02
4799    5.62577E-01    1.60358E-02    1.84840E-03    -2.10908E-02
4800    5.59384E-01    1.57546E-02    1.80052E-03    -1.94606E-02
4801    5.80809E-01    1.60133E-02    1.84355E-03    -2.19564E-02
4802    5.70420E-01    1.59630E-02    1.85899E-03    -2.20112E-02
4803    5.54703E-01    1.57094E-02    1.83124E-03    -1.95534E-02
4804    5.58343E-01    1.56970E-02    1.81263E-03    -2.04195E-02
4805    5.68441E-01    1.58604E-02    1.89546E-03    -2.18064E-02
4806    5.58794E-01    1.56830E-02    1.83970E-03    -1.99668E-02
4807    5.62826E-01    1.56268E-02    1.85247E-03    -2.05348E-02
4808    5.71669E-01    1.57724E-02    1.84523E-03    -2.02235E-02
4809    5.68895E-01    1.55698E-02    1.82232E-03    -2.09047E-02
4810    5.46875E-01    1.58563E-02    1.79346E-03    -2.00931E-02
4811    5.64581E-01    1.55578E-02    1.82414E-03    -2.12612E-02
4812    5.52374E-01    1.57284E-02    1.77527E-03    -2.09949E-02
4813    5.34033E-01    1.50645E-02    1.81059E-03    -1.78980E-02
4814    5.55318E-01    1.55135E-02    1.78459E-03    -2.13452E-02
4815    5.53443E-01    1.56315E-02    1.82240E-03    -1.95566E-02
4816    5.51831E-01    1.53590E-02    1.79393E-03    -1.97905E-02
4817    5.40304E-01    1.49697E-02    1.82940E-03    -1.96567E-02
4818    5.45140E-01    1.52731E-02    1.79184E-03    -2.21513E-02
4819    5.55649E-01    1.52117E-02    1.80228E-03    -2.00271E-02
4820    5.31541E-01    1.52354E-02    1.75518E-03    -1.90138E-02
4821    5.51337E-01    1.51591E-02    1.78641E-03    -1.86585E-02
4822    5.42852E-01    1.55747E-02    1.75772E-03    -2.15108E-02
4823    5.51977E-01    1.57153E-02    1.76453E-03    -2.22699E-02
4824    5.31620E-01    1.52024E-02    1.82192E-03    -1.82865E-02
4825    5.35551E-01    1.50510E-02    1.77810E-03    -1.96902E-02
4826    5.28981E-01    1.52213E-02    1.77519E-03    -2.05282E-02
4827    5.44194E-01    1.49019E-02    1.71536E-03    -1.94101E-02
4828    5.33068E-01    1.53917E-02    1.75924E-03    -1.92154E-02
4829    5.41054E-01    1.45680E-02    1.79030E-03    -1.88730E-02
4830    5.32756E-01    1.53301E-02    1.72837E-03    -2.08824E-02
4831    5.29692E-01    1.51599E-02    1.73483E-03    -2.05885E-02
4832    5.34705E-01    1.47632E-02    1.74958E-03    -1.89261E-02
4833    5.16944E-01    1.46845E-02    1.74267E-03    -1.99741E-02
4834    5.25116E-01    1.50550E-02    1.75685E-03    -2.01607E-02
4835    5.36859E-01    1.48476E-02    1.78062E-03    -2.06070E-02
4836    5.24507E-01    1.46985E-02    1.79063E-03    -1.90152E-02
4837    5.22066E-01    1.46976E-02    1.78691E-03    -1.87064E-02
4838    5.30885E-01    1.48594E-02    1.78612E-03    -1.91883E-02
4839    5.33137E-01    1.49146E-02    1.74632E-03    -2.06960E-02
4840    5.16372E-01    1.48663E-02    1.75183E-03    -1.97226E-02
4841    5.19389E-01    1.46470E-02    1.73888E-03    -1.91051E-02
4842    5.22251E-01    1.44948E-02    1.74169E-03    -1.85082E-02
4843    5.31358E-01    1.46575E-02    1.74382E-03    -1.99098E-02
4844    5.29298E-01    1.46492E-02    1.74516E-03    -2.04237E-02
4845    5.19841E-01    1.43806E-02    1.72327E-03    -1.85094E-02
4846    5.09112E-01    1.45728E-02    1.74334E-03    -2.01791E-02
4847    5.28863E-01    1.46161E-02    1.75010E-03    -2.04697E-02
4848    5.11910E-01    1.44191E-02    1.72319E-03    -1.78957E-02
4849    5.12728E-01    1.45737E-02    1.73986E-03    -1.91352E-02
4850    5.15940E-01    1.44930E-02    1.75587E-03    -1.91768E-02
4851    5.32703E-01    1.45028E-02    1.70290E-03    -1.92927E-02
4852    5.04775E-01    1.41600E-02    1.71724E-03    -1.79788E-02
4853    5.10126E-01    1.41549E-02    1.70933E-03    -1.87263E-02
4854    5.19938E-01    1.44251E-02    1.74421E-03    -1.91081E-02
4855    5.10089E-01    1.40940E-02    1.71949E-03    -1.91153E-02
4856    5.09689E-01    1.41972E-02    1.73724E-03    -1.98455E-02
4857    5.07886E-01    1.41203E-02    1.70821E-03    -1.95708E-02
4858    5.18544E-01    1.41806E-02    1.66811E-03    -2.10404E-02
4859    5.05172E-01    1.41806E-02    1.69402E-03    -1.92945E-02
4860    5.04165E-01    1.41037E-02    1.71178E-03    -1.83281E-02
4861    5.03035E-01    1.39814E-02    1.71508E-03    -1.73931E-02
4862    5.11422E-01    1.39417E-02    1.72962E-03    -1.74649E-02
4863    5.08483E-01    1.38590E-02    1.66319E-03    -1.89852E-02
4864    5.05824E-01    1.38918E-02    1.64102E-03    -1.90552E-02
4865    5.03483E-01    1.39840E-02    1.73109E-03    -1.84214E-02
4866    5.04914E-01    1.39585E-02    1.70032E-03    -1.90948E-02
4867    5.02977E-01    1.41498E-02    1.74181E-03    -1.66636E-02
4868    5.07950E-01    1.40413E-02    1.71045E-03    -1.79385E-02
4869    4.99621E-01    1.38472E-02    1.66805E-03    -1.98072E-02
4870    5.04176E-01    1.38770E-02    1.66204E-03    -1.88656E-02
4871    5.02571E-01    1.30799E-02    1.75537E-03    -1.74014E-02
4872    5.07893E-01    1.39355E-02    1.67292E-03    -1.76064E-02
4873    4.87897E-01    1.39326E-02    1.64817E-03    -1.81574E-02
4874    5.03244E-01    1.34458E-02    1.69278E-03    -1.80831E-02
4875    4.86381E-01    1.34372E-02    1.63553E-03    -1.68996E-02
4876    4.99817E-01    1.36446E-02    1.68194E-03    -1.89697E-02
4877    4.87160E-01    1.35684E-02    1.70980E-03    -1.85938E-02
4878    4.89584E-01    1.37117E-02    1.64299E-03    -1.76866E-02
4879    4.81508E-01    1.36436E-02    1.68728E-03    -1.81560E-02
4880    4.86373E-01    1.36434E-02    1.68288E-03    -1.87210E-02
4881    4.81889E-01    1.33256E-02    1.66282E-03    -1.62370E-02
4882    4.78792E-01    1.34588E-02    1.64088E-03    -1.84998E-02
4883    4.72752E-01    1.37001E-02    1.66649E-03    -1.84236E-02
4884    4.82368E-01    1.38092E-02    1.61630E-03    -1.70685E-02
4885    4.78637E-01    1.33286E-02    1.66898E-03    -1.72263E-02
4886    4.82931E-01    1.31852E-02    1.67964E-03    -1.81451E-02
4887    4.84514E-01    1.35002E-02    1.65788E-03    -1.73712E-02
4888    4.91492E-01    1.32828E-02    1.66428E-03    -1.92717E-02
4889    4.77535E-01    1.30124E-02    1.64624E-03    -1.76082E-02
4890    4.77629E-01    1.30839E-02    1.66612E-03    -1.83964E-02
4891    4.69599E-01    1.32869E-02    1.66646E-03    -1.73968E-02
4892    4.80262E-01    1.33152E-02    1.69847E-03    -1.77703E-02
4893    4.90423E-01    1.28176E-02    1.62962E-03    -1.74547E-02
4894    4.72294E-01    1.33488E-02    1.68693E-03    -1.89519E-02
4895    4.82021E-01    1.33096E-02    1.65326E-03    -1.94046E-02
4896    4.81082E-01    1.32629E-02    1.64580E-03    -1.81482E-02
4897    4.74689E-01    1.28701E-02    1.61617E-03    -1.81496E-02
4898    4.71374E-01    1.27949E-02    1.64803E-03    -1.69892E-02
4899    4.64075E-01    1.31845E-02    1.66695E-03    -1.72283E-02
4900    4.68542E-01    1.27506E-02    1.63342E-03    -1.69732E-02
4901    4.63395E-01    1.29905E-02    1.58112E-03    -1.74080E-02
4902    4.66915E-01    1.31638E-02    1.67786E-03    -1.79660E-02
4903    4.59713E-01    1.28819E-02    1.63911E-03    -1.70798E-02
4904    4.65784E-01    1.25336E-02    1.65126E-03    -1.52499E-02
4905    4.67876E-01    1.27449E-02    1.64573E-03    -1.71050E-02
4906    4.61737E-01    1.26590E-02    1.63480E-03    -1.58240E-02
4907    4.61509E-01    1.29855E-02    1.60765E-03    -1.78227E-02
4908    4.66004E-01    1.29114E-02    1.59581E-03    -1.75625E-02
4909    4.68430E-01    1.28420E-02    1.63435E-03    -1.79405E-02
4910    4.65391E-01    1.25245E-02    1.60623E-03    -1.77078E-02
4911    4.76534E-01    1.23618E-02    1.59572E-03    -1.78683E-02
4912    4.58543E-01    1.25071E-02    1.60069E-03    -1.68599E-02
4913    4.73595E-01    1.26366E-02    1.65273E-03    -1.66148E-02
4914    4.60975E-01    1.24565E-02    1.59462E-03    -1.71533E-02
4915    4.73615E-01    1.24437E-02    1.62233E-03    -1.79530E-02
4916    4.55951E-01    1.24847E-02    1.61900E-03    -1.56647E-02
4917    4.66351E-01    1.25594E-02    1.58230E-03    -1.70131E-02
4918    4.60013E-01    1.25795E-02    1.62881E-03    -1.77012E-02
4919    4.52071E-01    1.23615E-02    1.62933E-03    -1.72160E-02
4920    4.59894E-01    1.25012E-02    1.61850E-03    -1.71463E-02
4921    4.52667E-01    1.22695E-02    1.57823E-03    -1.71316E-02
4922    4.42515E-01    1.19550E-02    1.59800E-03    -1.69860E-02
4923    4.59882E-01    1.22690E-02    1.55466E-03    -1.49235E-02
4924    4.44284E-01    1.21231E-02    1.59762E-03    -1.59378E-02
4925    4.53930E-01    1.21966E-02    1.62854E-03    -1.62299E-02
4926    4.42282E-01    1.23243E-02    1.53523E-03    -1.69368E-02
4927    4.48881E-01    1.21137E-02    1.61440E-03    -1.64616E-02
4928    4.58572E-01    1.18792E-02    1.59629E-03    -1.72606E-02
4929    4.54615E-01    1.18247E-02    1.54381E-03    -1.66766E-02
4930    4.58988E-01    1.24597E-02    1.58314E-03    -1.61435E-02
4931    4.49690E-01    1.20208E-02    1.55881E-03    -1.53408E-02
4932    4.44078E-01    1.19454E-02    1.57921E-03    -1.68112E-02
4933    4.46163E-01    1.17293E-02    1.58915E-03    -1.60549E-02
4934    4.43652E-01    1.22408E-02    1.54688E-03    -1.65284E-02
4935    4.44947E-01    1.17894E-02    1.58879E-03    -1.61436E-02
4936    4.42639E-01    1.18348E-02    1.58042E-03    -1.58646E-02
4937    4.39748E-01    1.19174E-02    1.57486E-03    -1.68620E-02
4938    4.45123E-01    1.19562E-02    1.57368E-03    -1.59335E-02
4939    4.41209E-01    1.19146E-02    1.56367E-03    -1.61794E-02
4940    4.42003E-01    1.18887E-02    1.58417E-03    -1.58370E-02
4941    4.52730E-01    1.17893E-02    1.53303E-03    -1.57165E-02
4942    4.45404E-01    1.17983E-02    1.56704E-03    -1.62492E-02
4943    4.39380E-01    1.18004E-02    1.53632E-03    -1.45970E-02
4944    4.37994E-01    1.19196E-02    1.55936E-03    -1.67580E-02
4945    4.19694E-01    1.18048E-02    1.53892E-03    -1.57743E-02
4946    4.27418E-01    1.17875E-02    1.53015E-03    -1.57188E-02
4947    4.24857E-01    1.16995E-02    1.53442E-03    -1.61500E-02
4948    4.18028E-01    1.16828E-02    1.56255E-03    -1.51646E-02
4949    4.39326E-01    1.12047E-02    1.53637E-03    -1.54829E-02
4950    4.27943E-01    1.16890E-02    1.53536E-03    -1.56350E-02
4951    4.29917E-01    1.14747E-02    1.53694E-03    -1.58704E-02
4952    4.19868E-01    1.15844E-02    1.56764E-03    -1.40755E-02
4953    4.34594E-01    1.15947E-02    1.51942E-03    -1.63080E-02
4954    4.19928E-01    1.14862E-02    1.58447E-03    -1.52702E-02
4955    4.28602E-01    1.12543E-02    1.52370E-03    -1.44364E-02
4956    4.25631E-01    1.14434E-02    1.54821E-03    -1.57586E-02
4957    4.16875E-01    1.15602E-02    1.56389E-03    -1.56872E-02
4958    4.30787E-01    1.14412E-02    1.51822E-03    -1.53361E-02
4959    4.23520E-01    1.14053E-02    1.52202E-03    -1.55622E-02
4960    4.31838E-01    1.14204E-02    1.55515E-03    -1.53250E-02
4961    4.32655E-01    1.15026E-02    1.55232E-03    -1.61418E-02
4962    4.17015E-01    1.09734E-02    1.51803E-03    -1.41727E-02
4963    4.18472E-01    1.14154E-02    1.54337E-03    -1.53083E-02
4964    4.22731E-01    1.12768E-02    1.54536E-03    -1.48511E-02
4965    4.18279E-01    1.10720E-02    1.50085E-03    -1.48860E-02
4966    4.13343E-01    1.11588E-02    1.49694E-03    -1.39896E-02
4967    4.27063E-01    1.12207E-02    1.52401E-03    -1.51677E-02
4968    4.21393E-01    1.12077E-02    1.50814E-03    -1.59251E-02
4969    4.19265E-01    1.09613E-02    1.51027E-03    -1.44744E-02
4970    4.15013E-01    1.13072E-02    1.55429E-03    -1.52305E-02
4971    4.15788E-01    1.10632E-02    1.51066E-03    -1.44523E-02
4972    4.07658E-01    1.10881E-02    1.52623E-03    -1.49020E-02
4973    4.17852E-01    1.11140E-02    1.53062E-03    -1.51605E-02
4974    4.08585E-01    1.09625E-02    1.52391E-03    -1.35731E-02
4975    4.11240E-01    1.10136E-02    1.50980E-03    -1.44729E-02
4976    4.15498E-01    1.09372E-02    1.50144E-03    -1.52833E-02
4977    4.10826E-01    1.06699E-02    1.49205E-03    -1.51574E-02
4978    4.14688E-01    1.06738E-02    1.51097E-03    -1.45289E-02
4979    4.00147E-01    1.12661E-02    1.48244E-03    -1.39946E-02
4980    4.00749E-01    1.07756E-02    1.46343E-03    -1.37687E-02
4981    4.09078E-01    1.05672E-02    1.50884E-03    -1.45084E-02
4982    4.12642E-01    1.08035E-02    1.48987E-03    -1.51788E-02
4983    4.18174E-01    1.06204E-02    1.49045E-03    -1.47515E-02
4984    4.09161E-01    1.08362E-02    1.50122E-03    -1.41125E-02
4985    4.07464E-01    1.09853E-02    1.50023E-03    -1.37362E-02
4986    4.02923E-01    1.05497E-02    1.44679E-03    -1.41730E-02
4987    4.04375E-01    1.06867E-02    1.46484E-03    -1.41799E-02
4988    3.99538E-01    1.03304E-02    1.48352E-03    -1.29860E-02
4989    4.03595E-01    1.06101E-02    1.50191E-03    -1.45847E-02
4990    4.08570E-01    1.06280E-02    1.45105E-03    -1.45106E-02
4991    3.93577E-01    1.03542E-02    1.48281E-03    -1.34204E-02
4992    4.04135E-01    1.06265E-02    1.49134E-03    -1.40646E-02
4993    3.92711E-01    1.05186E-02    1.49240E-03    -1.39583E-02
4994    3.98424E-01    1.03729E-02    1.46925E-03    -1.40816E-02
4995    3.98431E-01    1.06453E-02    1.46845E-03    -1.44294E-02
4996    4.07942E-01    1.03981E-02    1.45492E-03    -1.38654E-02
4997    3.89719E-01    1.07036E-02    1.47322E-03    -1.32514E-02
4998    3.83684E-01    1.05694E-02    1.47302E-03    -1.29964E-02
4999    3.89452E-01    1.04707E-02    1.43830E-03    -1.33207E-02
5000    3.98080E-01    1.05015E-02    1.43894E-03    -1.44781E-02
5001    3.89528E-01    1.05066E-02    1.44959E-03    -1.47420E-02
5002    3.93705E-01    1.04598E-02    1.43985E-03    -1.34047E-02
5003    3.87661E-01    1.05337E-02    1.47018E-03    -1.36272E-02
5004    3.96275E-01    1.03889E-02    1.45847E-03    -1.32846E-02
5005    3.90163E-01    1.02115E-02    1.45728E-03    -1.40864E-02
5006    3.91464E-01    1.02615E-02    1.44946E-03    -1.35036E-02
5007    3.82560E-01    1.02285E-02    1.46159E-03    -1.35782E-02
5008    3.95797E-01    1.04593E-02    1.45095E-03    -1.35816E-02
5009    3.90466E-01    1.02778E-02    1.48587E-03    -1.40114E-02
5010    3.91937E-01    1.04303E-02    1.44791E-03    -1.50466E-02
5011    3.88497E-01    1.01072E-02    1.45454E-03    -1.38587E-02
5012    3.87267E-01    1.01772E-02    1.46136E-03    -1.28512E-02
5013    3.88053E-01    1.03829E-02    1.41427E-03    -1.41581E-02
5014    3.81549E-01    1.01757E-02    1.41864E-03    -1.30874E-02
5015    3.83021E-01    1.03370E-02    1.44881E-03    -1.45574E-02
5016    3.77849E-01    9.99237E-03    1.45704E-03    -1.24521E-02
5017    3.82568E-01    1.01560E-02    1.43139E-03    -1.36681E-02
5018    3.86398E-01    1.01084E-02    1.44783E-03    -1.35865E-02
5019    3.85034E-01    9.92269E-03    1.43442E-03    -1.25898E-02
5020    3.77433E-01    1.00921E-02    1.40946E-03    -1.39635E-02
5021    3.85906E-01    9.72981E-03    1.42515E-03    -1.26823E-02
5022    3.70340E-01    9.89670E-03    1.42880E-03    -1.14643E-02
5023    3.70688E-01    9.64440E-03    1.46652E-03    -1.20179E-02
5024    3.88724E-01    1.00303E-02    1.42522E-03    -1.28786E-02
5025    3.79957E-01    9.92586E-03    1.44136E-03    -1.35553E-02
5026    3.72733E-01    1.00039E-02    1.38568E-03    -1.26993E-02
5027    3.75333E-01    9.50111E-03    1.47416E-03    -1.35129E-02
5028    3.77455E-01    9.89720E-03    1.42323E-03    -1.28215E-02
5029    3.70395E-01    9.99916E-03    1.44699E-03    -1.33636E-02
5030    3.78695E-01    9.66960E-03    1.42622E-03    -1.28384E-02
5031    3.64178E-01    9.59861E-03    1.38458E-03    -1.30527E-02
5032    3.77288E-01    9.77946E-03    1.44490E-03    -1.31083E-02
5033    3.74258E-01    9.77450E-03    1.42715E-03    -1.32469E-02
