#  L    TT    EE     BB    EB
3969    3.15382E+00    1.01735E-01    4.64486E-03    -1.59390E-01
3970    3.15280E+00    1.00994E-01    4.44835E-03    -1.52396E-01
3971    3.20645E+00    9.90425E-02    4.51344E-03    -1.58599E-01
3972    3.18055E+00    1.00822E-01    4.54363E-03    -1.48102E-01
3973    3.17909E+00    9.60950E-02    4.49341E-03    -1.48460E-01
3974    3.16821E+00    9.85466E-02    4.62699E-03    -1.46935E-01
3975    3.25414E+00    1.01102E-01    4.60325E-03    -1.48516E-01
3976    3.04000E+00    1.00089E-01    4.50400E-03    -1.44180E-01
3977    3.13701E+00    9.82491E-02    4.49010E-03    -1.52148E-01
3978    3.08927E+00    9.78438E-02    4.52468E-03    -1.44253E-01
3979    3.15751E+00    9.88238E-02    4.54563E-03    -1.51159E-01
3980    3.09834E+00    9.65125E-02    4.66962E-03    -1.42222E-01
3981    3.11253E+00    9.91058E-02    4.56616E-03    -1.46984E-01
3982    3.09182E+00    9.69339E-02    4.53178E-03    -1.39664E-01
3983    3.05684E+00    9.55896E-02    4.57060E-03    -1.39664E-01
3984    3.11009E+00    9.88928E-02    4.68947E-03    -1.44155E-01
3985    3.09431E+00    9.52815E-02    4.53729E-03    -1.36337E-01
3986    3.03113E+00    9.63355E-02    4.49522E-03    -1.44507E-01
3987    3.02320E+00    9.40952E-02    4.57369E-03    -1.28482E-01
3988    2.95597E+00    9.49790E-02    4.43036E-03    -1.33094E-01
3989    3.01609E+00    9.55534E-02    4.41435E-03    -1.47122E-01
3990    3.12368E+00    9.52790E-02    4.40582E-03    -1.52915E-01
3991    3.05787E+00    9.48347E-02    4.44113E-03    -1.50289E-01
3992    2.99427E+00    9.26499E-02    4.50489E-03    -1.42144E-01
3993    3.05612E+00    9.34504E-02    4.37339E-03    -1.36797E-01
3994    2.97866E+00    9.44152E-02    4.40856E-03    -1.36580E-01
3995    2.94465E+00    9.28926E-02    4.52583E-03    -1.41699E-01
3996    3.01551E+00    9.82845E-02    4.50015E-03    -1.39855E-01
3997    3.00694E+00    9.47315E-02    4.53273E-03    -1.44731E-01
3998    3.00853E+00    9.43210E-02    4.40354E-03    -1.30498E-01
3999    3.08334E+00    9.53663E-02    4.48301E-03    -1.43710E-01
4000    3.02888E+00    9.67928E-02    4.33701E-03    -1.43141E-01
4001    2.94169E+00    9.19979E-02    4.35083E-03    -1.32600E-01
4002    3.00342E+00    9.54369E-02    4.41576E-03    -1.42418E-01
4003    2.89822E+00    9.11091E-02    4.47510E-03    -1.29305E-01
4004    2.98119E+00    9.28691E-02    4.41901E-03    -1.31864E-01
4005    2.95627E+00    9.14821E-02    4.55303E-03    -1.34990E-01
4006    2.99711E+00    9.12423E-02    4.34609E-03    -1.43010E-01
4007    2.93133E+00    9.15501E-02    4.44124E-03    -1.30857E-01
4008    2.90075E+00    9.08331E-02    4.43673E-03    -1.23514E-01
4009    2.97850E+00    9.43121E-02    4.45516E-03    -1.36675E-01
4010    2.97591E+00    9.44056E-02    4.35559E-03    -1.46012E-01
4011    2.91748E+00    9.23364E-02    4.34625E-03    -1.36330E-01
4012    2.90499E+00    8.99446E-02    4.38424E-03    -1.31296E-01
4013    2.85661E+00    8.78944E-02    4.37804E-03    -1.32639E-01
4014    2.95400E+00    9.02351E-02    4.47879E-03    -1.31804E-01
4015    2.83182E+00    9.02042E-02    4.35686E-03    -1.33246E-01
4016    2.85823E+00    9.04882E-02    4.39125E-03    -1.31182E-01
4017    2.93141E+00    9.07989E-02    4.47373E-03    -1.29303E-01
4018    2.84740E+00    9.17830E-02    4.25030E-03    -1.32689E-01
4019    2.84302E+00    8.89150E-02    4.37852E-03    -1.26832E-01
4020    2.84252E+00    9.08455E-02    4.51310E-03    -1.36109E-01
4021    2.91333E+00    9.09918E-02    4.26900E-03    -1.29512E-01
4022    2.83390E+00    8.93646E-02    4.45665E-03    -1.22426E-01
4023    2.73615E+00    8.82666E-02    4.29037E-03    -1.20561E-01
4024    2.91589E+00    8.70387E-02    4.20495E-03    -1.26785E-01
4025    2.78396E+00    8.83668E-02    4.38542E-03    -1.14667E-01
4026    2.75020E+00    8.67522E-02    4.32219E-03    -1.27014E-01
4027    2.82378E+00    8.67358E-02    4.25866E-03    -1.11246E-01
4028    2.75446E+00    8.55876E-02    4.22700E-03    -1.18782E-01
4029    2.77150E+00    8.76912E-02    4.38217E-03    -1.24537E-01
4030    2.72174E+00    8.81541E-02    4.29520E-03    -1.30190E-01
4031    2.69970E+00    8.56520E-02    4.39918E-03    -1.09553E-01
4032    2.77284E+00    8.54288E-02    4.26768E-03    -1.17425E-01
4033    2.69172E+00    8.52991E-02    4.35360E-03    -1.24543E-01
4034    2.74871E+00    8.35438E-02    4.40100E-03    -1.19470E-01
4035    2.73600E+00    8.73730E-02    4.26772E-03    -1.26046E-01
4036    2.72412E+00    8.62377E-02    4.29289E-03    -1.15182E-01
4037    2.72253E+00    8.42812E-02    4.14991E-03    -1.20377E-01
4038    2.70369E+00    8.42844E-02    4.18080E-03    -1.30814E-01
4039    2.65095E+00    8.26647E-02    4.35901E-03    -1.16203E-01
4040    2.69825E+00    8.48930E-02    4.25902E-03    -1.18800E-01
4041    2.64360E+00    8.65533E-02    4.31870E-03    -1.22078E-01
4042    2.77334E+00    8.70087E-02    4.39041E-03    -1.28231E-01
4043    2.66247E+00    8.30763E-02    4.19283E-03    -1.13115E-01
4044    2.69477E+00    8.20307E-02    4.35778E-03    -1.12444E-01
4045    2.70036E+00    8.36825E-02    4.20717E-03    -1.12851E-01
4046    2.76002E+00    8.37519E-02    4.24494E-03    -1.21287E-01
4047    2.67351E+00    8.32922E-02    4.27911E-03    -1.10849E-01
4048    2.67263E+00    8.41293E-02    4.26539E-03    -1.21778E-01
4049    2.67453E+00    8.32636E-02    4.25418E-03    -1.07660E-01
4050    2.60874E+00    8.47941E-02    4.05862E-03    -1.17429E-01
4051    2.59193E+00    8.37902E-02    4.21250E-03    -1.12988E-01
4052    2.64608E+00    8.59639E-02    4.23848E-03    -1.18354E-01
4053    2.61189E+00    8.26693E-02    4.31821E-03    -1.10719E-01
4054    2.66610E+00    8.29978E-02    4.21277E-03    -1.17321E-01
4055    2.59360E+00    8.42984E-02    4.21746E-03    -1.21940E-01
4056    2.57980E+00    7.99534E-02    4.18433E-03    -1.05752E-01
4057    2.52553E+00    8.50126E-02    4.20922E-03    -1.12918E-01
4058    2.63682E+00    8.22236E-02    4.12428E-03    -1.11483E-01
4059    2.62186E+00    8.16029E-02    4.20679E-03    -1.17643E-01
4060    2.52226E+00    8.13876E-02    4.29932E-03    -1.07838E-01
4061    2.64542E+00    8.14578E-02    4.09852E-03    -1.12053E-01
4062    2.50248E+00    8.23341E-02    4.24723E-03    -1.10141E-01
4063    2.56922E+00    8.26903E-02    4.15536E-03    -1.12709E-01
4064    2.53587E+00    8.04132E-02    4.19747E-03    -1.07727E-01
4065    2.60155E+00    8.10842E-02    4.26973E-03    -1.02049E-01
4066    2.58587E+00    7.99617E-02    4.12682E-03    -1.07394E-01
4067    2.47491E+00    8.08793E-02    4.14649E-03    -1.13118E-01
4068    2.51639E+00    8.01947E-02    4.12737E-03    -1.06301E-01
4069    2.51555E+00    8.21569E-02    4.18792E-03    -1.16004E-01
4070    2.54538E+00    7.90231E-02    4.06189E-03    -1.10524E-01
4071    2.51944E+00    7.99143E-02    4.20810E-03    -1.10270E-01
4072    2.56397E+00    7.92219E-02    4.13045E-03    -1.12714E-01
4073    2.61234E+00    7.92319E-02    4.04088E-03    -1.06307E-01
4074    2.46680E+00    8.00516E-02    4.14170E-03    -1.05238E-01
4075    2.56702E+00    7.86608E-02    4.16348E-03    -1.04093E-01
4076    2.43419E+00    8.01352E-02    4.04588E-03    -1.01588E-01
4077    2.49998E+00    7.89128E-02    3.99493E-03    -1.04678E-01
4078    2.53568E+00    7.76050E-02    4.03409E-03    -1.04115E-01
4079    2.48026E+00    7.68527E-02    4.09562E-03    -1.08907E-01
4080    2.41981E+00    7.91209E-02    4.10933E-03    -1.03820E-01
4081    2.54473E+00    7.83539E-02    4.13094E-03    -1.04886E-01
4082    2.37896E+00    7.86494E-02    4.05740E-03    -9.99922E-02
4083    2.46897E+00    7.62517E-02    4.04479E-03    -9.81982E-02
4084    2.45599E+00    7.68112E-02    3.95062E-03    -1.04541E-01
4085    2.35252E+00    7.73873E-02    3.99742E-03    -9.88363E-02
4086    2.53475E+00    7.85148E-02    4.05562E-03    -1.09944E-01
4087    2.37395E+00    7.61032E-02    3.97795E-03    -1.00880E-01
4088    2.40054E+00    7.70820E-02    4.04219E-03    -1.03822E-01
4089    2.40548E+00    7.67002E-02    3.93259E-03    -1.05517E-01
4090    2.37366E+00    7.77541E-02    4.06288E-03    -9.59867E-02
4091    2.38743E+00    7.65926E-02    3.96234E-03    -9.79686E-02
4092    2.44905E+00    7.59121E-02    4.02488E-03    -1.03355E-01
4093    2.42671E+00    7.73805E-02    3.97869E-03    -1.06368E-01
4094    2.40658E+00    7.52611E-02    4.02365E-03    -1.02029E-01
4095    2.42933E+00    7.49378E-02    3.91197E-03    -1.07417E-01
4096    2.33925E+00    7.51730E-02    3.98870E-03    -9.73441E-02
4097    2.38273E+00    7.67227E-02    3.92076E-03    -1.01141E-01
4098    2.42334E+00    7.49983E-02    4.00173E-03    -1.02547E-01
4099    2.36951E+00    7.43692E-02    4.01461E-03    -9.74948E-02
4100    2.28355E+00    7.64798E-02    3.98222E-03    -1.03028E-01
4101    2.33367E+00    7.44560E-02    4.02037E-03    -1.01193E-01
4102    2.37617E+00    7.51679E-02    4.09972E-03    -1.06857E-01
4103    2.35249E+00    7.43119E-02    4.04909E-03    -8.83765E-02
4104    2.32243E+00    7.60125E-02    3.92113E-03    -1.05049E-01
4105    2.30847E+00    7.44177E-02    3.90599E-03    -9.68724E-02
4106    2.35937E+00    7.61158E-02    4.00223E-03    -1.07170E-01
4107    2.29301E+00    7.38613E-02    3.96561E-03    -1.03601E-01
4108    2.32706E+00    7.37315E-02    4.01160E-03    -9.34403E-02
4109    2.25265E+00    7.55107E-02    3.80831E-03    -9.75803E-02
4110    2.40017E+00    7.24751E-02    3.91078E-03    -1.10784E-01
4111    2.28157E+00    7.00630E-02    3.84072E-03    -9.27680E-02
4112    2.28385E+00    7.48326E-02    3.99585E-03    -1.01425E-01
4113    2.27702E+00    7.29617E-02    3.83553E-03    -9.42101E-02
4114    2.23682E+00    7.57524E-02    3.99512E-03    -1.09209E-01
4115    2.29477E+00    7.38815E-02    3.93887E-03    -9.24820E-02
4116    2.26945E+00    7.28580E-02    3.96642E-03    -1.02170E-01
4117    2.24983E+00    7.32487E-02    4.00087E-03    -1.04774E-01
4118    2.23740E+00    7.38870E-02    3.78546E-03    -9.24230E-02
4119    2.28527E+00    7.13558E-02    3.92260E-03    -1.01434E-01
4120    2.21168E+00    7.21937E-02    3.93891E-03    -9.49628E-02
4121    2.21532E+00    7.30207E-02    3.80708E-03    -1.02063E-01
4122    2.15549E+00    7.11428E-02    3.79543E-03    -8.85867E-02
4123    2.21392E+00    7.21792E-02    3.95579E-03    -9.20161E-02
4124    2.23179E+00    7.20142E-02    3.84804E-03    -1.01828E-01
4125    2.19691E+00    7.00306E-02    3.88160E-03    -8.87353E-02
4126    2.20827E+00    7.31665E-02    3.87665E-03    -9.93637E-02
4127    2.22341E+00    7.24518E-02    3.83948E-03    -9.78552E-02
4128    2.17252E+00    7.17179E-02    3.86679E-03    -8.75453E-02
4129    2.22872E+00    7.07803E-02    3.94880E-03    -9.30592E-02
4130    2.16223E+00    7.23248E-02    3.86637E-03    -9.40398E-02
4131    2.16667E+00    7.02377E-02    3.76697E-03    -9.41665E-02
4132    2.19324E+00    7.17258E-02    3.86195E-03    -9.58672E-02
4133    2.12529E+00    7.01509E-02    3.84707E-03    -9.97381E-02
4134    2.17716E+00    6.87231E-02    3.82419E-03    -9.88683E-02
4135    2.15032E+00    6.79688E-02    3.72297E-03    -8.81386E-02
4136    2.17521E+00    7.14040E-02    3.76547E-03    -8.98158E-02
4137    2.12481E+00    7.01703E-02    3.70674E-03    -9.43576E-02
4138    2.09238E+00    7.12686E-02    3.91509E-03    -9.36478E-02
4139    2.12020E+00    7.05324E-02    3.79008E-03    -9.96396E-02
4140    2.14599E+00    6.81285E-02    3.78253E-03    -8.57085E-02
4141    2.11068E+00    6.92673E-02    3.94014E-03    -9.32413E-02
4142    2.06716E+00    6.99928E-02    3.80603E-03    -8.64870E-02
4143    2.13833E+00    6.89342E-02    3.78772E-03    -8.90522E-02
4144    2.14507E+00    7.27561E-02    3.79430E-03    -1.01436E-01
4145    2.10263E+00    6.85779E-02    3.75411E-03    -8.97320E-02
4146    2.07607E+00    6.92142E-02    3.84369E-03    -9.29168E-02
4147    2.10498E+00    7.05224E-02    3.72168E-03    -9.45914E-02
4148    2.11052E+00    6.75872E-02    3.78183E-03    -9.41554E-02
4149    2.10111E+00    6.85351E-02    3.75256E-03    -9.17523E-02
4150    2.05943E+00    6.73624E-02    3.79788E-03    -9.20825E-02
4151    2.08054E+00    6.96194E-02    3.81791E-03    -9.22190E-02
4152    2.04778E+00    6.82801E-02    3.59693E-03    -8.78780E-02
4153    2.05445E+00    6.92936E-02    3.73587E-03    -9.11399E-02
4154    2.05010E+00    6.82308E-02    3.78556E-03    -8.43378E-02
4155    2.11230E+00    6.95766E-02    3.77876E-03    -9.35778E-02
4156    2.07957E+00    6.81289E-02    3.70987E-03    -9.40452E-02
4157    2.02467E+00    6.50882E-02    3.77211E-03    -8.41463E-02
4158    2.03313E+00    6.60585E-02    3.80209E-03    -8.81449E-02
4159    2.02476E+00    6.60210E-02    3.73178E-03    -9.02826E-02
4160    2.04403E+00    6.83072E-02    3.73022E-03    -9.65802E-02
4161    2.09278E+00    6.78886E-02    3.72410E-03    -9.55957E-02
4162    2.08576E+00    6.61848E-02    3.73639E-03    -8.98690E-02
4163    2.06669E+00    6.80154E-02    3.69137E-03    -9.01200E-02
4164    2.04742E+00    6.70815E-02    3.68812E-03    -8.84925E-02
4165    2.05766E+00    6.64941E-02    3.77003E-03    -9.32955E-02
4166    1.97076E+00    6.52471E-02    3.67701E-03    -8.66058E-02
4167    2.00457E+00    6.69649E-02    3.64067E-03    -8.87807E-02
4168    1.94687E+00    6.56989E-02    3.62163E-03    -9.46488E-02
4169    2.01537E+00    6.58068E-02    3.72973E-03    -8.96408E-02
4170    1.94258E+00    6.46805E-02    3.64487E-03    -8.32610E-02
4171    2.01767E+00    6.50482E-02    3.74194E-03    -8.61108E-02
4172    1.99446E+00    6.54204E-02    3.67347E-03    -9.23591E-02
4173    1.97064E+00    6.59070E-02    3.68617E-03    -8.91494E-02
4174    1.96998E+00    6.45449E-02    3.68225E-03    -8.64645E-02
4175    1.96866E+00    6.50470E-02    3.67012E-03    -8.93286E-02
4176    1.93017E+00    6.46379E-02    3.63673E-03    -9.14741E-02
4177    1.94017E+00    6.44324E-02    3.75367E-03    -9.11487E-02
4178    2.02192E+00    6.51007E-02    3.68602E-03    -8.68144E-02
4179    1.96608E+00    6.31432E-02    3.65689E-03    -8.00822E-02
4180    1.96807E+00    6.33520E-02    3.70713E-03    -9.13198E-02
4181    2.01186E+00    6.41298E-02    3.60313E-03    -9.31104E-02
4182    1.92883E+00    6.42938E-02    3.68728E-03    -8.61765E-02
4183    1.97283E+00    6.39110E-02    3.61367E-03    -8.64320E-02
4184    1.92165E+00    6.40360E-02    3.59933E-03    -8.61355E-02
4185    1.91764E+00    6.20785E-02    3.57609E-03    -7.85587E-02
4186    1.94739E+00    6.28260E-02    3.59406E-03    -8.49627E-02
4187    1.90681E+00    6.41379E-02    3.64878E-03    -9.18076E-02
4188    1.92393E+00    6.34283E-02    3.59162E-03    -8.56941E-02
4189    1.95907E+00    6.38087E-02    3.57768E-03    -8.93405E-02
4190    1.91192E+00    6.35564E-02    3.65831E-03    -8.74442E-02
4191    1.92785E+00    6.22783E-02    3.65418E-03    -8.47522E-02
4192    1.88161E+00    6.28945E-02    3.68050E-03    -8.90945E-02
4193    1.91218E+00    6.36610E-02    3.55556E-03    -8.97120E-02
4194    1.90663E+00    6.15249E-02    3.53947E-03    -8.73656E-02
4195    1.86548E+00    6.17293E-02    3.59109E-03    -8.47723E-02
4196    1.86093E+00    6.10242E-02    3.53599E-03    -8.69028E-02
4197    1.92238E+00    6.32763E-02    3.54578E-03    -9.03068E-02
4198    1.90239E+00    6.10372E-02    3.54890E-03    -8.23526E-02
4199    1.93327E+00    6.25608E-02    3.58283E-03    -8.45650E-02
4200    1.89038E+00    6.18766E-02    3.62973E-03    -8.98636E-02
4201    1.88008E+00    6.03498E-02    3.49892E-03    -7.75586E-02
4202    1.90058E+00    6.02980E-02    3.55000E-03    -8.93042E-02
4203    1.86690E+00    6.01070E-02    3.47036E-03    -8.30492E-02
4204    1.82866E+00    6.17920E-02    3.51868E-03    -8.41658E-02
4205    1.82510E+00    5.97469E-02    3.53770E-03    -7.69776E-02
4206    1.87708E+00    6.03131E-02    3.56809E-03    -8.36507E-02
4207    1.83590E+00    6.10711E-02    3.52384E-03    -8.58583E-02
4208    1.85997E+00    6.03591E-02    3.44544E-03    -8.43055E-02
4209    1.86834E+00    5.98377E-02    3.49265E-03    -8.21422E-02
4210    1.85438E+00    6.01302E-02    3.54935E-03    -8.76960E-02
4211    1.81762E+00    5.92756E-02    3.58670E-03    -8.49794E-02
4212    1.79041E+00    5.91122E-02    3.54722E-03    -8.24199E-02
4213    1.82360E+00    6.01364E-02    3.54302E-03    -8.46255E-02
4214    1.87112E+00    5.72387E-02    3.44019E-03    -8.45261E-02
4215    1.83892E+00    5.70052E-02    3.51159E-03    -8.20725E-02
4216    1.81824E+00    5.80082E-02    3.49838E-03    -7.74437E-02
4217    1.83406E+00    5.88442E-02    3.42336E-03    -7.99308E-02
4218    1.78936E+00    5.87190E-02    3.45218E-03    -8.12129E-02
4219    1.77612E+00    5.78530E-02    3.56632E-03    -8.35700E-02
4220    1.84126E+00    5.90667E-02    3.53526E-03    -8.18025E-02
4221    1.80567E+00    5.91098E-02    3.55786E-03    -8.20300E-02
4222    1.81593E+00    5.83551E-02    3.48194E-03    -8.10932E-02
4223    1.81473E+00    5.76134E-02    3.49106E-03    -8.01254E-02
4224    1.80046E+00    5.78115E-02    3.52535E-03    -8.26814E-02
4225    1.80448E+00    5.73198E-02    3.45738E-03    -8.36313E-02
4226    1.78499E+00    5.77533E-02    3.40355E-03    -8.09372E-02
4227    1.79211E+00    5.71166E-02    3.38892E-03    -8.39451E-02
4228    1.77322E+00    5.76468E-02    3.39530E-03    -7.97888E-02
4229    1.75982E+00    5.75992E-02    3.43553E-03    -7.73673E-02
4230    1.74594E+00    5.59900E-02    3.42772E-03    -7.39233E-02
4231    1.81542E+00    5.65689E-02    3.46118E-03    -8.48232E-02
4232    1.77725E+00    5.50659E-02    3.44056E-03    -7.44370E-02
4233    1.73955E+00    5.59419E-02    3.39080E-03    -8.14338E-02
4234    1.74246E+00    5.62611E-02    3.41856E-03    -8.12418E-02
4235    1.78978E+00    5.51293E-02    3.50066E-03    -7.50440E-02
4236    1.78907E+00    5.77390E-02    3.31595E-03    -8.19814E-02
4237    1.78389E+00    5.52068E-02    3.33207E-03    -7.71975E-02
4238    1.75311E+00    5.60724E-02    3.39799E-03    -8.30145E-02
4239    1.75390E+00    5.69327E-02    3.41886E-03    -7.98161E-02
4240    1.76970E+00    5.56217E-02    3.34206E-03    -8.44456E-02
4241    1.67773E+00    5.57713E-02    3.34004E-03    -7.58758E-02
4242    1.69174E+00    5.60706E-02    3.40820E-03    -7.41473E-02
4243    1.66771E+00    5.41144E-02    3.38749E-03    -6.67861E-02
4244    1.72107E+00    5.30019E-02    3.40884E-03    -7.18487E-02
4245    1.71469E+00    5.59985E-02    3.37023E-03    -7.85462E-02
4246    1.75131E+00    5.65714E-02    3.45541E-03    -7.99376E-02
4247    1.71969E+00    5.44842E-02    3.34043E-03    -7.78598E-02
4248    1.69239E+00    5.42119E-02    3.39606E-03    -7.29651E-02
4249    1.70361E+00    5.39037E-02    3.45617E-03    -7.52724E-02
4250    1.71104E+00    5.35470E-02    3.42958E-03    -7.74300E-02
4251    1.66822E+00    5.30736E-02    3.43702E-03    -7.17943E-02
4252    1.70153E+00    5.32764E-02    3.38033E-03    -7.78456E-02
4253    1.71397E+00    5.40205E-02    3.34313E-03    -7.66883E-02
4254    1.70624E+00    5.36421E-02    3.37242E-03    -7.41567E-02
4255    1.65209E+00    5.34457E-02    3.36069E-03    -7.84411E-02
4256    1.65040E+00    5.31317E-02    3.25770E-03    -7.48030E-02
4257    1.65141E+00    5.43587E-02    3.27159E-03    -7.75648E-02
4258    1.63003E+00    5.28071E-02    3.26597E-03    -7.39668E-02
4259    1.67336E+00    5.34677E-02    3.37175E-03    -8.18475E-02
4260    1.63350E+00    5.19203E-02    3.33864E-03    -7.30196E-02
4261    1.65994E+00    5.39744E-02    3.35073E-03    -7.37660E-02
4262    1.68114E+00    5.30934E-02    3.32467E-03    -7.38559E-02
