# L    TT    EE    BB    TE    PP    TP    EP
6339    1.00923E-02    1.75981E-04    5.19703E-53    3.35538E-04    3.10239E-12    9.93384E-09    2.21378E-11
6340    1.00830E-02    1.75609E-04    5.19722E-53    3.35316E-04    3.09308E-12    9.92668E-09    2.21077E-11
6341    1.00739E-02    1.75238E-04    5.19733E-53    3.35091E-04    3.08380E-12    9.91951E-09    2.20778E-11
6342    1.00648E-02    1.74865E-04    5.19738E-53    3.34862E-04    3.07453E-12    9.91234E-09    2.20480E-11
6343    1.00559E-02    1.74493E-04    5.19736E-53    3.34628E-04    3.06528E-12    9.90516E-09    2.20183E-11
6344    1.00470E-02    1.74120E-04    5.19727E-53    3.34391E-04    3.05605E-12    9.89799E-09    2.19888E-11
6345    1.00381E-02    1.73748E-04    5.19712E-53    3.34151E-04    3.04684E-12    9.89081E-09    2.19593E-11
6346    1.00294E-02    1.73375E-04    5.19690E-53    3.33906E-04    3.03765E-12    9.88364E-09    2.19300E-11
6347    1.00207E-02    1.73002E-04    5.19661E-53    3.33657E-04    3.02848E-12    9.87646E-09    2.19008E-11
6348    1.00120E-02    1.72628E-04    5.19625E-53    3.33405E-04    3.01933E-12    9.86928E-09    2.18717E-11
6349    1.00035E-02    1.72255E-04    5.19583E-53    3.33149E-04    3.01020E-12    9.86210E-09    2.18428E-11
6350    9.99501E-03    1.71881E-04    5.19534E-53    3.32890E-04    3.00109E-12    9.85492E-09    2.18140E-11
6351    9.98663E-03    1.71508E-04    5.19478E-53    3.32626E-04    2.99200E-12    9.84774E-09    2.17853E-11
6352    9.97826E-03    1.71134E-04    5.19416E-53    3.32359E-04    2.98293E-12    9.84056E-09    2.17567E-11
6353    9.97003E-03    1.70759E-04    5.19348E-53    3.32089E-04    2.97387E-12    9.83337E-09    2.17283E-11
6354    9.96180E-03    1.70385E-04    5.19272E-53    3.31815E-04    2.96484E-12    9.82618E-09    2.16999E-11
6355    9.95372E-03    1.70010E-04    5.19190E-53    3.31536E-04    2.95582E-12    9.81900E-09    2.16717E-11
6356    9.94564E-03    1.69635E-04    5.19102E-53    3.31255E-04    2.94683E-12    9.81181E-09    2.16436E-11
6357    9.93763E-03    1.69260E-04    5.19007E-53    3.30970E-04    2.93785E-12    9.80462E-09    2.16157E-11
6358    9.92969E-03    1.68885E-04    5.18906E-53    3.30681E-04    2.92890E-12    9.79743E-09    2.15878E-11
6359    9.92183E-03    1.68510E-04    5.18798E-53    3.30388E-04    2.91996E-12    9.79024E-09    2.15601E-11
6360    9.91404E-03    1.68134E-04    5.18684E-53    3.30093E-04    2.91104E-12    9.78305E-09    2.15325E-11
6361    9.90632E-03    1.67759E-04    5.18563E-53    3.29793E-04    2.90214E-12    9.77585E-09    2.15050E-11
6362    9.89867E-03    1.67383E-04    5.18436E-53    3.29491E-04    2.89326E-12    9.76866E-09    2.14776E-11
6363    9.89110E-03    1.67008E-04    5.18302E-53    3.29184E-04    2.88440E-12    9.76146E-09    2.14503E-11
6364    9.88360E-03    1.66631E-04    5.18162E-53    3.28875E-04    2.87556E-12    9.75426E-09    2.14232E-11
6365    9.87610E-03    1.66255E-04    5.18016E-53    3.28561E-04    2.86674E-12    9.74706E-09    2.13962E-11
6366    9.86874E-03    1.65879E-04    5.17863E-53    3.28245E-04    2.85794E-12    9.73986E-09    2.13693E-11
6367    9.86139E-03    1.65503E-04    5.17704E-53    3.27925E-04    2.84915E-12    9.73266E-09    2.13425E-11
6368    9.85418E-03    1.65126E-04    5.17539E-53    3.27602E-04    2.84039E-12    9.72546E-09    2.13158E-11
6369    9.84697E-03    1.64749E-04    5.17367E-53    3.27276E-04    2.83164E-12    9.71826E-09    2.12893E-11
6370    9.83983E-03    1.64373E-04    5.17189E-53    3.26945E-04    2.82292E-12    9.71105E-09    2.12628E-11
6371    9.83276E-03    1.63996E-04    5.17005E-53    3.26612E-04    2.81421E-12    9.70385E-09    2.12365E-11
6372    9.82569E-03    1.63619E-04    5.16814E-53    3.26276E-04    2.80552E-12    9.69664E-09    2.12103E-11
6373    9.81877E-03    1.63242E-04    5.16618E-53    3.25936E-04    2.79685E-12    9.68943E-09    2.11842E-11
6374    9.81192E-03    1.62865E-04    5.16415E-53    3.25593E-04    2.78820E-12    9.68222E-09    2.11582E-11
6375    9.80507E-03    1.62487E-04    5.16206E-53    3.25247E-04    2.77957E-12    9.67501E-09    2.11324E-11
6376    9.79830E-03    1.62109E-04    5.15991E-53    3.24897E-04    2.77095E-12    9.66780E-09    2.11066E-11
6377    9.79159E-03    1.61732E-04    5.15769E-53    3.24545E-04    2.76236E-12    9.66058E-09    2.10810E-11
6378    9.78496E-03    1.61354E-04    5.15542E-53    3.24189E-04    2.75378E-12    9.65337E-09    2.10555E-11
6379    9.77840E-03    1.60976E-04    5.15308E-53    3.23830E-04    2.74522E-12    9.64615E-09    2.10301E-11
6380    9.77191E-03    1.60599E-04    5.15068E-53    3.23468E-04    2.73669E-12    9.63894E-09    2.10048E-11
6381    9.76542E-03    1.60220E-04    5.14823E-53    3.23102E-04    2.72817E-12    9.63172E-09    2.09796E-11
6382    9.75908E-03    1.59843E-04    5.14571E-53    3.22734E-04    2.71967E-12    9.62450E-09    2.09546E-11
6383    9.75273E-03    1.59465E-04    5.14313E-53    3.22363E-04    2.71118E-12    9.61728E-09    2.09296E-11
6384    9.74646E-03    1.59086E-04    5.14049E-53    3.21988E-04    2.70272E-12    9.61006E-09    2.09048E-11
6385    9.74019E-03    1.58707E-04    5.13779E-53    3.21611E-04    2.69428E-12    9.60283E-09    2.08800E-11
6386    9.73406E-03    1.58329E-04    5.13503E-53    3.21230E-04    2.68585E-12    9.59561E-09    2.08554E-11
6387    9.72793E-03    1.57951E-04    5.13221E-53    3.20847E-04    2.67744E-12    9.58838E-09    2.08309E-11
6388    9.72187E-03    1.57573E-04    5.12934E-53    3.20461E-04    2.66905E-12    9.58116E-09    2.08065E-11
6389    9.71589E-03    1.57194E-04    5.12640E-53    3.20071E-04    2.66068E-12    9.57393E-09    2.07822E-11
6390    9.70997E-03    1.56815E-04    5.12340E-53    3.19679E-04    2.65233E-12    9.56670E-09    2.07580E-11
6391    9.70413E-03    1.56436E-04    5.12035E-53    3.19284E-04    2.64400E-12    9.55947E-09    2.07340E-11
6392    9.69829E-03    1.56058E-04    5.11724E-53    3.18886E-04    2.63568E-12    9.55224E-09    2.07100E-11
6393    9.69252E-03    1.55679E-04    5.11406E-53    3.18485E-04    2.62739E-12    9.54501E-09    2.06862E-11
6394    9.68682E-03    1.55300E-04    5.11083E-53    3.18081E-04    2.61911E-12    9.53777E-09    2.06624E-11
6395    9.68112E-03    1.54921E-04    5.10754E-53    3.17674E-04    2.61085E-12    9.53054E-09    2.06388E-11
6396    9.67557E-03    1.54542E-04    5.10420E-53    3.17265E-04    2.60261E-12    9.52330E-09    2.06153E-11
6397    9.67001E-03    1.54163E-04    5.10079E-53    3.16852E-04    2.59438E-12    9.51606E-09    2.05918E-11
6398    9.66453E-03    1.53784E-04    5.09733E-53    3.16438E-04    2.58618E-12    9.50883E-09    2.05685E-11
6399    9.65912E-03    1.53405E-04    5.09381E-53    3.16020E-04    2.57799E-12    9.50159E-09    2.05453E-11
6400    9.65370E-03    1.53025E-04    5.09023E-53    3.15599E-04    2.56982E-12    9.49434E-09    2.05222E-11
6401    9.64836E-03    1.52646E-04    5.08660E-53    3.15177E-04    2.56167E-12    9.48710E-09    2.04993E-11
6402    9.64309E-03    1.52268E-04    5.08291E-53    3.14751E-04    2.55354E-12    9.47986E-09    2.04764E-11
6403    9.63789E-03    1.51888E-04    5.07916E-53    3.14321E-04    2.54543E-12    9.47261E-09    2.04536E-11
6404    9.63269E-03    1.51509E-04    5.07536E-53    3.13890E-04    2.53733E-12    9.46537E-09    2.04309E-11
6405    9.62757E-03    1.51129E-04    5.07150E-53    3.13457E-04    2.52926E-12    9.45812E-09    2.04084E-11
6406    9.62251E-03    1.50750E-04    5.06758E-53    3.13020E-04    2.52120E-12    9.45087E-09    2.03859E-11
6407    9.61745E-03    1.50371E-04    5.06361E-53    3.12581E-04    2.51316E-12    9.44362E-09    2.03635E-11
6408    9.61247E-03    1.49991E-04    5.05958E-53    3.12139E-04    2.50513E-12    9.43637E-09    2.03413E-11
6409    9.60755E-03    1.49612E-04    5.05550E-53    3.11695E-04    2.49713E-12    9.42912E-09    2.03191E-11
6410    9.60271E-03    1.49233E-04    5.05136E-53    3.11248E-04    2.48914E-12    9.42187E-09    2.02971E-11
6411    9.59787E-03    1.48854E-04    5.04716E-53    3.10799E-04    2.48117E-12    9.41461E-09    2.02751E-11
6412    9.59309E-03    1.48475E-04    5.04292E-53    3.10347E-04    2.47322E-12    9.40735E-09    2.02533E-11
6413    9.58839E-03    1.48095E-04    5.03861E-53    3.09893E-04    2.46529E-12    9.40010E-09    2.02316E-11
6414    9.58369E-03    1.47716E-04    5.03425E-53    3.09437E-04    2.45738E-12    9.39284E-09    2.02099E-11
6415    9.57906E-03    1.47337E-04    5.02984E-53    3.08977E-04    2.44948E-12    9.38558E-09    2.01884E-11
6416    9.57450E-03    1.46958E-04    5.02537E-53    3.08515E-04    2.44160E-12    9.37832E-09    2.01670E-11
6417    9.56994E-03    1.46579E-04    5.02085E-53    3.08052E-04    2.43374E-12    9.37106E-09    2.01456E-11
6418    9.56552E-03    1.46199E-04    5.01628E-53    3.07586E-04    2.42590E-12    9.36379E-09    2.01244E-11
6419    9.56103E-03    1.45820E-04    5.01165E-53    3.07117E-04    2.41807E-12    9.35653E-09    2.01033E-11
6420    9.55668E-03    1.45441E-04    5.00696E-53    3.06646E-04    2.41026E-12    9.34926E-09    2.00822E-11
6421    9.55233E-03    1.45062E-04    5.00223E-53    3.06173E-04    2.40247E-12    9.34200E-09    2.00613E-11
6422    9.54798E-03    1.44683E-04    4.99744E-53    3.05697E-04    2.39470E-12    9.33473E-09    2.00405E-11
6423    9.54378E-03    1.44304E-04    4.99260E-53    3.05219E-04    2.38695E-12    9.32746E-09    2.00198E-11
6424    9.53957E-03    1.43925E-04    4.98770E-53    3.04739E-04    2.37921E-12    9.32019E-09    1.99991E-11
6425    9.53536E-03    1.43546E-04    4.98275E-53    3.04256E-04    2.37149E-12    9.31292E-09    1.99786E-11
6426    9.53122E-03    1.43168E-04    4.97775E-53    3.03772E-04    2.36379E-12    9.30564E-09    1.99582E-11
6427    9.52715E-03    1.42789E-04    4.97270E-53    3.03284E-04    2.35611E-12    9.29837E-09    1.99378E-11
6428    9.52316E-03    1.42409E-04    4.96760E-53    3.02796E-04    2.34844E-12    9.29109E-09    1.99176E-11
6429    9.51916E-03    1.42031E-04    4.96244E-53    3.02305E-04    2.34079E-12    9.28382E-09    1.98975E-11
6430    9.51516E-03    1.41652E-04    4.95723E-53    3.01812E-04    2.33316E-12    9.27654E-09    1.98774E-11
6431    9.51131E-03    1.41274E-04    4.95197E-53    3.01316E-04    2.32555E-12    9.26926E-09    1.98575E-11
6432    9.50737E-03    1.40896E-04    4.94666E-53    3.00818E-04    2.31795E-12    9.26198E-09    1.98376E-11
6433    9.50359E-03    1.40517E-04    4.94130E-53    3.00319E-04    2.31038E-12    9.25470E-09    1.98179E-11
6434    9.49980E-03    1.40138E-04    4.93589E-53    2.99817E-04    2.30282E-12    9.24741E-09    1.97982E-11
6435    9.49608E-03    1.39760E-04    4.93042E-53    2.99313E-04    2.29527E-12    9.24013E-09    1.97787E-11
6436    9.49236E-03    1.39382E-04    4.92491E-53    2.98808E-04    2.28775E-12    9.23284E-09    1.97592E-11
6437    9.48871E-03    1.39004E-04    4.91934E-53    2.98300E-04    2.28024E-12    9.22556E-09    1.97398E-11
6438    9.48506E-03    1.38626E-04    4.91373E-53    2.97790E-04    2.27275E-12    9.21827E-09    1.97205E-11
6439    9.48148E-03    1.38248E-04    4.90806E-53    2.97278E-04    2.26527E-12    9.21098E-09    1.97014E-11
6440    9.47790E-03    1.37870E-04    4.90235E-53    2.96764E-04    2.25782E-12    9.20369E-09    1.96823E-11
6441    9.47446E-03    1.37493E-04    4.89658E-53    2.96249E-04    2.25038E-12    9.19640E-09    1.96633E-11
6442    9.47095E-03    1.37115E-04    4.89077E-53    2.95732E-04    2.24295E-12    9.18911E-09    1.96444E-11
6443    9.46751E-03    1.36737E-04    4.88491E-53    2.95212E-04    2.23555E-12    9.18181E-09    1.96256E-11
6444    9.46414E-03    1.36359E-04    4.87899E-53    2.94691E-04    2.22816E-12    9.17452E-09    1.96069E-11
6445    9.46076E-03    1.35982E-04    4.87303E-53    2.94168E-04    2.22079E-12    9.16722E-09    1.95882E-11
6446    9.45746E-03    1.35605E-04    4.86702E-53    2.93643E-04    2.21344E-12    9.15992E-09    1.95697E-11
6447    9.45415E-03    1.35228E-04    4.86096E-53    2.93116E-04    2.20610E-12    9.15262E-09    1.95513E-11
6448    9.45092E-03    1.34851E-04    4.85486E-53    2.92588E-04    2.19878E-12    9.14532E-09    1.95329E-11
6449    9.44776E-03    1.34474E-04    4.84870E-53    2.92058E-04    2.19148E-12    9.13802E-09    1.95147E-11
6450    9.44459E-03    1.34097E-04    4.84250E-53    2.91526E-04    2.18420E-12    9.13072E-09    1.94965E-11
6451    9.44142E-03    1.33721E-04    4.83625E-53    2.90992E-04    2.17693E-12    9.12341E-09    1.94784E-11
6452    9.43832E-03    1.33344E-04    4.82995E-53    2.90457E-04    2.16968E-12    9.11611E-09    1.94604E-11
6453    9.43522E-03    1.32968E-04    4.82360E-53    2.89919E-04    2.16245E-12    9.10880E-09    1.94426E-11
6454    9.43219E-03    1.32592E-04    4.81721E-53    2.89381E-04    2.15523E-12    9.10150E-09    1.94248E-11
6455    9.42924E-03    1.32216E-04    4.81077E-53    2.88840E-04    2.14803E-12    9.09419E-09    1.94070E-11
6456    9.42627E-03    1.31840E-04    4.80428E-53    2.88298E-04    2.14085E-12    9.08688E-09    1.93894E-11
6457    9.42331E-03    1.31464E-04    4.79774E-53    2.87754E-04    2.13368E-12    9.07956E-09    1.93719E-11
6458    9.42042E-03    1.31088E-04    4.79116E-53    2.87209E-04    2.12653E-12    9.07225E-09    1.93544E-11
6459    9.41752E-03    1.30713E-04    4.78454E-53    2.86662E-04    2.11940E-12    9.06494E-09    1.93371E-11
6460    9.41469E-03    1.30338E-04    4.77786E-53    2.86114E-04    2.11229E-12    9.05762E-09    1.93198E-11
6461    9.41194E-03    1.29963E-04    4.77114E-53    2.85564E-04    2.10519E-12    9.05030E-09    1.93026E-11
6462    9.40911E-03    1.29588E-04    4.76438E-53    2.85013E-04    2.09811E-12    9.04299E-09    1.92855E-11
6463    9.40642E-03    1.29212E-04    4.75757E-53    2.84460E-04    2.09104E-12    9.03567E-09    1.92685E-11
6464    9.40366E-03    1.28838E-04    4.75071E-53    2.83906E-04    2.08399E-12    9.02835E-09    1.92516E-11
6465    9.40097E-03    1.28464E-04    4.74381E-53    2.83350E-04    2.07696E-12    9.02103E-09    1.92347E-11
6466    9.39834E-03    1.28089E-04    4.73686E-53    2.82793E-04    2.06995E-12    9.01370E-09    1.92180E-11
6467    9.39572E-03    1.27715E-04    4.72987E-53    2.82234E-04    2.06295E-12    9.00638E-09    1.92013E-11
6468    9.39309E-03    1.27341E-04    4.72284E-53    2.81674E-04    2.05597E-12    8.99905E-09    1.91847E-11
6469    9.39053E-03    1.26967E-04    4.71576E-53    2.81112E-04    2.04901E-12    8.99173E-09    1.91682E-11
6470    9.38805E-03    1.26594E-04    4.70863E-53    2.80550E-04    2.04206E-12    8.98440E-09    1.91518E-11
6471    9.38548E-03    1.26221E-04    4.70146E-53    2.79986E-04    2.03513E-12    8.97707E-09    1.91355E-11
6472    9.38307E-03    1.25847E-04    4.69425E-53    2.79421E-04    2.02821E-12    8.96974E-09    1.91192E-11
6473    9.38057E-03    1.25474E-04    4.68699E-53    2.78853E-04    2.02131E-12    8.96241E-09    1.91031E-11
6474    9.37814E-03    1.25102E-04    4.67969E-53    2.78286E-04    2.01443E-12    8.95508E-09    1.90870E-11
6475    9.37579E-03    1.24729E-04    4.67235E-53    2.77716E-04    2.00757E-12    8.94774E-09    1.90710E-11
6476    9.37336E-03    1.24356E-04    4.66496E-53    2.77146E-04    2.00072E-12    8.94041E-09    1.90551E-11
6477    9.37107E-03    1.23984E-04    4.65753E-53    2.76575E-04    1.99389E-12    8.93307E-09    1.90393E-11
6478    9.36871E-03    1.23612E-04    4.65006E-53    2.76002E-04    1.98707E-12    8.92573E-09    1.90235E-11
6479    9.36641E-03    1.23241E-04    4.64254E-53    2.75428E-04    1.98027E-12    8.91839E-09    1.90079E-11
6480    9.36419E-03    1.22869E-04    4.63499E-53    2.74853E-04    1.97349E-12    8.91105E-09    1.89923E-11
6481    9.36189E-03    1.22497E-04    4.62739E-53    2.74277E-04    1.96672E-12    8.90371E-09    1.89768E-11
6482    9.35966E-03    1.22127E-04    4.61974E-53    2.73699E-04    1.95997E-12    8.89637E-09    1.89613E-11
6483    9.35750E-03    1.21756E-04    4.61206E-53    2.73120E-04    1.95324E-12    8.88902E-09    1.89460E-11
6484    9.35534E-03    1.21385E-04    4.60433E-53    2.72541E-04    1.94652E-12    8.88168E-09    1.89307E-11
6485    9.35317E-03    1.21015E-04    4.59657E-53    2.71960E-04    1.93982E-12    8.87433E-09    1.89156E-11
6486    9.35107E-03    1.20645E-04    4.58876E-53    2.71378E-04    1.93313E-12    8.86698E-09    1.89005E-11
6487    9.34890E-03    1.20274E-04    4.58091E-53    2.70796E-04    1.92646E-12    8.85963E-09    1.88854E-11
6488    9.34687E-03    1.19905E-04    4.57302E-53    2.70212E-04    1.91981E-12    8.85228E-09    1.88705E-11
6489    9.34476E-03    1.19535E-04    4.56508E-53    2.69627E-04    1.91317E-12    8.84493E-09    1.88556E-11
6490    9.34273E-03    1.19167E-04    4.55711E-53    2.69042E-04    1.90655E-12    8.83758E-09    1.88408E-11
6491    9.34076E-03    1.18798E-04    4.54910E-53    2.68455E-04    1.89995E-12    8.83022E-09    1.88261E-11
6492    9.33872E-03    1.18429E-04    4.54104E-53    2.67868E-04    1.89336E-12    8.82287E-09    1.88115E-11
6493    9.33675E-03    1.18061E-04    4.53295E-53    2.67279E-04    1.88678E-12    8.81551E-09    1.87969E-11
6494    9.33477E-03    1.17692E-04    4.52482E-53    2.66690E-04    1.88023E-12    8.80815E-09    1.87825E-11
6495    9.33286E-03    1.17324E-04    4.51665E-53    2.66100E-04    1.87369E-12    8.80079E-09    1.87681E-11
6496    9.33096E-03    1.16957E-04    4.50843E-53    2.65509E-04    1.86716E-12    8.79343E-09    1.87537E-11
6497    9.32904E-03    1.16590E-04    4.50018E-53    2.64917E-04    1.86065E-12    8.78607E-09    1.87395E-11
6498    9.32713E-03    1.16222E-04    4.49189E-53    2.64325E-04    1.85416E-12    8.77871E-09    1.87253E-11
6499    9.32528E-03    1.15856E-04    4.48356E-53    2.63731E-04    1.84768E-12    8.77134E-09    1.87112E-11
6500    9.32343E-03    1.15490E-04    4.47519E-53    2.63138E-04    1.84122E-12    8.76398E-09    1.86972E-11
6501    9.32165E-03    1.15123E-04    4.46678E-53    2.62543E-04    1.83478E-12    8.75661E-09    1.86832E-11
6502    9.31979E-03    1.14757E-04    4.45834E-53    2.61947E-04    1.82835E-12    8.74924E-09    1.86694E-11
6503    9.31800E-03    1.14391E-04    4.44985E-53    2.61351E-04    1.82194E-12    8.74187E-09    1.86556E-11
6504    9.31621E-03    1.14026E-04    4.44133E-53    2.60754E-04    1.81554E-12    8.73450E-09    1.86418E-11
6505    9.31449E-03    1.13661E-04    4.43277E-53    2.60156E-04    1.80916E-12    8.72713E-09    1.86282E-11
6506    9.31269E-03    1.13297E-04    4.42418E-53    2.59558E-04    1.80279E-12    8.71975E-09    1.86146E-11
6507    9.31096E-03    1.12932E-04    4.41554E-53    2.58959E-04    1.79644E-12    8.71238E-09    1.86011E-11
6508    9.30930E-03    1.12568E-04    4.40687E-53    2.58360E-04    1.79011E-12    8.70500E-09    1.85876E-11
6509    9.30757E-03    1.12204E-04    4.39816E-53    2.57760E-04    1.78379E-12    8.69763E-09    1.85743E-11
6510    9.30590E-03    1.11841E-04    4.38941E-53    2.57159E-04    1.77748E-12    8.69025E-09    1.85610E-11
6511    9.30423E-03    1.11477E-04    4.38063E-53    2.56558E-04    1.77120E-12    8.68287E-09    1.85478E-11
6512    9.30256E-03    1.11115E-04    4.37181E-53    2.55956E-04    1.76492E-12    8.67549E-09    1.85346E-11
6513    9.30095E-03    1.10752E-04    4.36295E-53    2.55354E-04    1.75867E-12    8.66810E-09    1.85215E-11
6514    9.29927E-03    1.10390E-04    4.35406E-53    2.54752E-04    1.75243E-12    8.66072E-09    1.85085E-11
6515    9.29766E-03    1.10028E-04    4.34513E-53    2.54149E-04    1.74620E-12    8.65334E-09    1.84956E-11
6516    9.29604E-03    1.09666E-04    4.33617E-53    2.53545E-04    1.73999E-12    8.64595E-09    1.84827E-11
6517    9.29449E-03    1.09305E-04    4.32717E-53    2.52941E-04    1.73380E-12    8.63856E-09    1.84699E-11
6518    9.29287E-03    1.08944E-04    4.31813E-53    2.52337E-04    1.72762E-12    8.63117E-09    1.84572E-11
6519    9.29131E-03    1.08583E-04    4.30906E-53    2.51732E-04    1.72145E-12    8.62378E-09    1.84446E-11
6520    9.28976E-03    1.08223E-04    4.29996E-53    2.51126E-04    1.71531E-12    8.61639E-09    1.84320E-11
6521    9.28819E-03    1.07864E-04    4.29082E-53    2.50521E-04    1.70917E-12    8.60900E-09    1.84194E-11
6522    9.28663E-03    1.07504E-04    4.28164E-53    2.49916E-04    1.70306E-12    8.60160E-09    1.84070E-11
6523    9.28513E-03    1.07145E-04    4.27243E-53    2.49309E-04    1.69695E-12    8.59421E-09    1.83946E-11
6524    9.28363E-03    1.06786E-04    4.26319E-53    2.48703E-04    1.69087E-12    8.58681E-09    1.83823E-11
6525    9.28205E-03    1.06427E-04    4.25391E-53    2.48097E-04    1.68480E-12    8.57941E-09    1.83700E-11
6526    9.28054E-03    1.06070E-04    4.24460E-53    2.47489E-04    1.67874E-12    8.57202E-09    1.83579E-11
6527    9.27910E-03    1.05712E-04    4.23525E-53    2.46883E-04    1.67270E-12    8.56461E-09    1.83457E-11
6528    9.27758E-03    1.05355E-04    4.22587E-53    2.46275E-04    1.66667E-12    8.55721E-09    1.83337E-11
6529    9.27614E-03    1.04997E-04    4.21646E-53    2.45667E-04    1.66066E-12    8.54981E-09    1.83217E-11
6530    9.27461E-03    1.04641E-04    4.20701E-53    2.45060E-04    1.65467E-12    8.54241E-09    1.83098E-11
6531    9.27315E-03    1.04285E-04    4.19753E-53    2.44453E-04    1.64869E-12    8.53500E-09    1.82979E-11
6532    9.27169E-03    1.03929E-04    4.18802E-53    2.43845E-04    1.64272E-12    8.52759E-09    1.82861E-11
6533    9.27023E-03    1.03574E-04    4.17847E-53    2.43237E-04    1.63677E-12    8.52019E-09    1.82744E-11
6534    9.26883E-03    1.03218E-04    4.16890E-53    2.42628E-04    1.63084E-12    8.51278E-09    1.82627E-11
6535    9.26736E-03    1.02864E-04    4.15929E-53    2.42020E-04    1.62492E-12    8.50537E-09    1.82512E-11
6536    9.26595E-03    1.02510E-04    4.14964E-53    2.41412E-04    1.61901E-12    8.49795E-09    1.82396E-11
6537    9.26447E-03    1.02156E-04    4.13997E-53    2.40804E-04    1.61312E-12    8.49054E-09    1.82281E-11
6538    9.26306E-03    1.01802E-04    4.13026E-53    2.40195E-04    1.60725E-12    8.48313E-09    1.82167E-11
6539    9.26164E-03    1.01449E-04    4.12053E-53    2.39587E-04    1.60139E-12    8.47571E-09    1.82054E-11
6540    9.26022E-03    1.01097E-04    4.11076E-53    2.38979E-04    1.59554E-12    8.46829E-09    1.81941E-11
6541    9.25879E-03    1.00744E-04    4.10096E-53    2.38371E-04    1.58971E-12    8.46087E-09    1.81829E-11
6542    9.25736E-03    1.00392E-04    4.09113E-53    2.37762E-04    1.58390E-12    8.45345E-09    1.81717E-11
6543    9.25600E-03    1.00041E-04    4.08126E-53    2.37155E-04    1.57810E-12    8.44603E-09    1.81606E-11
6544    9.25456E-03    9.96900E-05    4.07137E-53    2.36546E-04    1.57231E-12    8.43861E-09    1.81496E-11
6545    9.25319E-03    9.93395E-05    4.06145E-53    2.35939E-04    1.56654E-12    8.43119E-09    1.81386E-11
6546    9.25174E-03    9.89894E-05    4.05150E-53    2.35331E-04    1.56079E-12    8.42376E-09    1.81277E-11
6547    9.25036E-03    9.86396E-05    4.04151E-53    2.34724E-04    1.55505E-12    8.41633E-09    1.81169E-11
6548    9.24898E-03    9.82903E-05    4.03150E-53    2.34117E-04    1.54932E-12    8.40891E-09    1.81061E-11
6549    9.24759E-03    9.79415E-05    4.02146E-53    2.33509E-04    1.54361E-12    8.40148E-09    1.80953E-11
6550    9.24613E-03    9.75931E-05    4.01138E-53    2.32903E-04    1.53791E-12    8.39405E-09    1.80847E-11
6551    9.24473E-03    9.72451E-05    4.00128E-53    2.32296E-04    1.53223E-12    8.38662E-09    1.80740E-11
6552    9.24333E-03    9.68976E-05    3.99115E-53    2.31690E-04    1.52656E-12    8.37918E-09    1.80635E-11
6553    9.24192E-03    9.65505E-05    3.98099E-53    2.31083E-04    1.52091E-12    8.37175E-09    1.80530E-11
6554    9.24051E-03    9.62039E-05    3.97080E-53    2.30478E-04    1.51527E-12    8.36431E-09    1.80425E-11
6555    9.23917E-03    9.58577E-05    3.96058E-53    2.29873E-04    1.50965E-12    8.35688E-09    1.80321E-11
6556    9.23774E-03    9.55120E-05    3.95034E-53    2.29267E-04    1.50404E-12    8.34944E-09    1.80218E-11
6557    9.23632E-03    9.51668E-05    3.94006E-53    2.28663E-04    1.49844E-12    8.34200E-09    1.80116E-11
6558    9.23489E-03    9.48220E-05    3.92976E-53    2.28059E-04    1.49286E-12    8.33456E-09    1.80013E-11
6559    9.23345E-03    9.44777E-05    3.91943E-53    2.27454E-04    1.48730E-12    8.32712E-09    1.79912E-11
6560    9.23209E-03    9.41338E-05    3.90907E-53    2.26851E-04    1.48174E-12    8.31967E-09    1.79811E-11
6561    9.23064E-03    9.37905E-05    3.89868E-53    2.26248E-04    1.47621E-12    8.31223E-09    1.79710E-11
6562    9.22919E-03    9.34475E-05    3.88827E-53    2.25646E-04    1.47068E-12    8.30478E-09    1.79610E-11
6563    9.22781E-03    9.31051E-05    3.87783E-53    2.25044E-04    1.46518E-12    8.29734E-09    1.79511E-11
6564    9.22635E-03    9.27632E-05    3.86736E-53    2.24442E-04    1.45968E-12    8.28989E-09    1.79412E-11
6565    9.22489E-03    9.24218E-05    3.85687E-53    2.23841E-04    1.45420E-12    8.28244E-09    1.79314E-11
6566    9.22350E-03    9.20808E-05    3.84635E-53    2.23241E-04    1.44874E-12    8.27499E-09    1.79216E-11
6567    9.22202E-03    9.17403E-05    3.83580E-53    2.22640E-04    1.44329E-12    8.26753E-09    1.79119E-11
6568    9.22054E-03    9.14004E-05    3.82523E-53    2.22042E-04    1.43785E-12    8.26008E-09    1.79022E-11
6569    9.21906E-03    9.10609E-05    3.81463E-53    2.21443E-04    1.43243E-12    8.25263E-09    1.78926E-11
6570    9.21764E-03    9.07219E-05    3.80400E-53    2.20845E-04    1.42702E-12    8.24517E-09    1.78831E-11
6571    9.21615E-03    9.03834E-05    3.79335E-53    2.20247E-04    1.42163E-12    8.23771E-09    1.78736E-11
6572    9.21465E-03    9.00454E-05    3.78268E-53    2.19651E-04    1.41625E-12    8.23025E-09    1.78641E-11
6573    9.21315E-03    8.97080E-05    3.77198E-53    2.19054E-04    1.41088E-12    8.22279E-09    1.78547E-11
6574    9.21164E-03    8.93711E-05    3.76125E-53    2.18459E-04    1.40553E-12    8.21533E-09    1.78454E-11
