# L    TT    EE    BB    TE    PP    TP    EP
765    2.37559E+03    2.38307E+01    1.37278E-06    -1.34967E+02    9.02215E-09    1.15802E-05    -8.47562E-07
766    2.38339E+03    2.35383E+01    1.36355E-06    -1.34285E+02    9.00205E-09    1.15750E-05    -8.38827E-07
767    2.39110E+03    2.32465E+01    1.35426E-06    -1.33566E+02    8.98202E-09    1.15692E-05    -8.30031E-07
768    2.39871E+03    2.29557E+01    1.34490E-06    -1.32810E+02    8.96205E-09    1.15627E-05    -8.21177E-07
769    2.40620E+03    2.26659E+01    1.33548E-06    -1.32019E+02    8.94214E-09    1.15557E-05    -8.12265E-07
770    2.41359E+03    2.23772E+01    1.32602E-06    -1.31192E+02    8.92230E-09    1.15480E-05    -8.03298E-07
771    2.42087E+03    2.20898E+01    1.31651E-06    -1.30329E+02    8.90253E-09    1.15396E-05    -7.94277E-07
772    2.42802E+03    2.18039E+01    1.30697E-06    -1.29431E+02    8.88281E-09    1.15307E-05    -7.85204E-07
773    2.43506E+03    2.15195E+01    1.29739E-06    -1.28500E+02    8.86316E-09    1.15211E-05    -7.76080E-07
774    2.44196E+03    2.12369E+01    1.28779E-06    -1.27534E+02    8.84357E-09    1.15110E-05    -7.66906E-07
775    2.44873E+03    2.09562E+01    1.27817E-06    -1.26534E+02    8.82405E-09    1.15002E-05    -7.57686E-07
776    2.45539E+03    2.06775E+01    1.26853E-06    -1.25502E+02    8.80459E-09    1.14888E-05    -7.48419E-07
777    2.46191E+03    2.04008E+01    1.25888E-06    -1.24437E+02    8.78518E-09    1.14769E-05    -7.39108E-07
778    2.46829E+03    2.01265E+01    1.24924E-06    -1.23340E+02    8.76584E-09    1.14643E-05    -7.29755E-07
779    2.47455E+03    1.98544E+01    1.23959E-06    -1.22211E+02    8.74657E-09    1.14511E-05    -7.20360E-07
780    2.48067E+03    1.95849E+01    1.22996E-06    -1.21051E+02    8.72735E-09    1.14373E-05    -7.10926E-07
781    2.48666E+03    1.93179E+01    1.22034E-06    -1.19861E+02    8.70819E-09    1.14230E-05    -7.01454E-07
782    2.49251E+03    1.90537E+01    1.21074E-06    -1.18641E+02    8.68909E-09    1.14081E-05    -6.91945E-07
783    2.49821E+03    1.87922E+01    1.20117E-06    -1.17390E+02    8.67006E-09    1.13925E-05    -6.82402E-07
784    2.50377E+03    1.85337E+01    1.19164E-06    -1.16110E+02    8.65108E-09    1.13764E-05    -6.72826E-07
785    2.50917E+03    1.82782E+01    1.18214E-06    -1.14799E+02    8.63216E-09    1.13598E-05    -6.63218E-07
786    2.51440E+03    1.80258E+01    1.17269E-06    -1.13459E+02    8.61331E-09    1.13425E-05    -6.53580E-07
787    2.51947E+03    1.77766E+01    1.16329E-06    -1.12091E+02    8.59451E-09    1.13247E-05    -6.43914E-07
788    2.52438E+03    1.75308E+01    1.15394E-06    -1.10692E+02    8.57576E-09    1.13063E-05    -6.34222E-07
789    2.52910E+03    1.72885E+01    1.14466E-06    -1.09266E+02    8.55708E-09    1.12874E-05    -6.24504E-07
790    2.53366E+03    1.70498E+01    1.13545E-06    -1.07811E+02    8.53846E-09    1.12679E-05    -6.14763E-07
791    2.53803E+03    1.68149E+01    1.12632E-06    -1.06331E+02    8.51989E-09    1.12479E-05    -6.05000E-07
792    2.54223E+03    1.65840E+01    1.11726E-06    -1.04825E+02    8.50138E-09    1.12272E-05    -5.95216E-07
793    2.54625E+03    1.63572E+01    1.10829E-06    -1.03294E+02    8.48293E-09    1.12061E-05    -5.85414E-07
794    2.55008E+03    1.61345E+01    1.09941E-06    -1.01740E+02    8.46453E-09    1.11844E-05    -5.75595E-07
795    2.55373E+03    1.59163E+01    1.09063E-06    -1.00163E+02    8.44619E-09    1.11621E-05    -5.65760E-07
796    2.55720E+03    1.57025E+01    1.08196E-06    -9.85625E+01    8.42791E-09    1.11393E-05    -5.55912E-07
797    2.56048E+03    1.54932E+01    1.07340E-06    -9.69409E+01    8.40968E-09    1.11160E-05    -5.46051E-07
798    2.56357E+03    1.52884E+01    1.06495E-06    -9.52978E+01    8.39151E-09    1.10922E-05    -5.36179E-07
799    2.56648E+03    1.50882E+01    1.05663E-06    -9.36339E+01    8.37340E-09    1.10678E-05    -5.26299E-07
800    2.56921E+03    1.48928E+01    1.04843E-06    -9.19485E+01    8.35534E-09    1.10429E-05    -5.16411E-07
801    2.57174E+03    1.47021E+01    1.04037E-06    -9.02439E+01    8.33733E-09    1.10174E-05    -5.06517E-07
802    2.57409E+03    1.45160E+01    1.03243E-06    -8.85193E+01    8.31938E-09    1.09915E-05    -4.96617E-07
803    2.57625E+03    1.43350E+01    1.02463E-06    -8.67754E+01    8.30148E-09    1.09650E-05    -4.86713E-07
804    2.57822E+03    1.41589E+01    1.01696E-06    -8.50138E+01    8.28364E-09    1.09380E-05    -4.76804E-07
805    2.57998E+03    1.39880E+01    1.00942E-06    -8.32338E+01    8.26585E-09    1.09106E-05    -4.66891E-07
806    2.58154E+03    1.38223E+01    1.00201E-06    -8.14375E+01    8.24811E-09    1.08826E-05    -4.56975E-07
807    2.58288E+03    1.36620E+01    9.94715E-07    -7.96234E+01    8.23043E-09    1.08541E-05    -4.47056E-07
808    2.58401E+03    1.35072E+01    9.87547E-07    -7.77947E+01    8.21280E-09    1.08252E-05    -4.37135E-07
809    2.58493E+03    1.33579E+01    9.80502E-07    -7.59504E+01    8.19522E-09    1.07958E-05    -4.27212E-07
810    2.58563E+03    1.32143E+01    9.73577E-07    -7.40914E+01    8.17770E-09    1.07659E-05    -4.17288E-07
811    2.58611E+03    1.30764E+01    9.66770E-07    -7.22193E+01    8.16023E-09    1.07356E-05    -4.07362E-07
812    2.58638E+03    1.29442E+01    9.60081E-07    -7.03348E+01    8.14281E-09    1.07048E-05    -3.97437E-07
813    2.58645E+03    1.28177E+01    9.53508E-07    -6.84389E+01    8.12544E-09    1.06735E-05    -3.87511E-07
814    2.58632E+03    1.26970E+01    9.47049E-07    -6.65324E+01    8.10813E-09    1.06418E-05    -3.77586E-07
815    2.58599E+03    1.25821E+01    9.40703E-07    -6.46163E+01    8.09087E-09    1.06097E-05    -3.67663E-07
816    2.58547E+03    1.24731E+01    9.34469E-07    -6.26914E+01    8.07365E-09    1.05771E-05    -3.57741E-07
817    2.58475E+03    1.23700E+01    9.28344E-07    -6.07583E+01    8.05650E-09    1.05441E-05    -3.47821E-07
818    2.58382E+03    1.22729E+01    9.22327E-07    -5.88171E+01    8.03939E-09    1.05107E-05    -3.37903E-07
819    2.58269E+03    1.21818E+01    9.16417E-07    -5.68685E+01    8.02233E-09    1.04769E-05    -3.27989E-07
820    2.58134E+03    1.20969E+01    9.10611E-07    -5.49127E+01    8.00532E-09    1.04426E-05    -3.18079E-07
821    2.57976E+03    1.20181E+01    9.04910E-07    -5.29502E+01    7.98836E-09    1.04080E-05    -3.08173E-07
822    2.57797E+03    1.19456E+01    8.99311E-07    -5.09813E+01    7.97146E-09    1.03729E-05    -2.98271E-07
823    2.57594E+03    1.18794E+01    8.93812E-07    -4.90066E+01    7.95460E-09    1.03375E-05    -2.88375E-07
824    2.57369E+03    1.18195E+01    8.88412E-07    -4.70269E+01    7.93779E-09    1.03017E-05    -2.78484E-07
825    2.57122E+03    1.17659E+01    8.83110E-07    -4.50436E+01    7.92103E-09    1.02654E-05    -2.68600E-07
826    2.56854E+03    1.17187E+01    8.77904E-07    -4.30579E+01    7.90433E-09    1.02289E-05    -2.58722E-07
827    2.56565E+03    1.16779E+01    8.72792E-07    -4.10709E+01    7.88767E-09    1.01919E-05    -2.48851E-07
828    2.56256E+03    1.16435E+01    8.67773E-07    -3.90837E+01    7.87106E-09    1.01546E-05    -2.38988E-07
829    2.55927E+03    1.16154E+01    8.62846E-07    -3.70976E+01    7.85450E-09    1.01170E-05    -2.29134E-07
830    2.55579E+03    1.15939E+01    8.58008E-07    -3.51135E+01    7.83798E-09    1.00790E-05    -2.19288E-07
831    2.55211E+03    1.15787E+01    8.53259E-07    -3.31320E+01    7.82152E-09    1.00406E-05    -2.09451E-07
832    2.54824E+03    1.15700E+01    8.48596E-07    -3.11534E+01    7.80510E-09    1.00019E-05    -1.99624E-07
833    2.54416E+03    1.15678E+01    8.44019E-07    -2.91781E+01    7.78873E-09    9.96289E-06    -1.89807E-07
834    2.53988E+03    1.15721E+01    8.39526E-07    -2.72063E+01    7.77241E-09    9.92354E-06    -1.80001E-07
835    2.53539E+03    1.15830E+01    8.35115E-07    -2.52387E+01    7.75614E-09    9.88387E-06    -1.70206E-07
836    2.53067E+03    1.16004E+01    8.30785E-07    -2.32753E+01    7.73991E-09    9.84389E-06    -1.60422E-07
837    2.52574E+03    1.16245E+01    8.26534E-07    -2.13168E+01    7.72373E-09    9.80361E-06    -1.50651E-07
838    2.52061E+03    1.16551E+01    8.22360E-07    -1.93640E+01    7.70760E-09    9.76302E-06    -1.40893E-07
839    2.51526E+03    1.16923E+01    8.18263E-07    -1.74179E+01    7.69151E-09    9.72213E-06    -1.31148E-07
840    2.50971E+03    1.17360E+01    8.14240E-07    -1.54795E+01    7.67547E-09    9.68096E-06    -1.21416E-07
841    2.50396E+03    1.17861E+01    8.10291E-07    -1.35499E+01    7.65948E-09    9.63951E-06    -1.11699E-07
842    2.49803E+03    1.18426E+01    8.06413E-07    -1.16299E+01    7.64353E-09    9.59777E-06    -1.01997E-07
843    2.49190E+03    1.19054E+01    8.02605E-07    -9.72065E+00    7.62763E-09    9.55577E-06    -9.23095E-08
844    2.48561E+03    1.19746E+01    7.98865E-07    -7.82310E+00    7.61177E-09    9.51350E-06    -8.26380E-08
845    2.47912E+03    1.20501E+01    7.95193E-07    -5.93777E+00    7.59596E-09    9.47097E-06    -7.29827E-08
846    2.47246E+03    1.21319E+01    7.91586E-07    -4.06538E+00    7.58019E-09    9.42819E-06    -6.33442E-08
847    2.46561E+03    1.22201E+01    7.88043E-07    -2.20642E+00    7.56447E-09    9.38516E-06    -5.37229E-08
848    2.45858E+03    1.23147E+01    7.84563E-07    -3.61484E-01    7.54879E-09    9.34189E-06    -4.41194E-08
849    2.45136E+03    1.24157E+01    7.81143E-07    1.46885E+00    7.53316E-09    9.29839E-06    -3.45341E-08
850    2.44394E+03    1.25230E+01    7.77783E-07    3.28400E+00    7.51757E-09    9.25465E-06    -2.49675E-08
851    2.43634E+03    1.26369E+01    7.74480E-07    5.08342E+00    7.50203E-09    9.21069E-06    -1.54203E-08
852    2.42855E+03    1.27569E+01    7.71232E-07    6.86660E+00    7.48653E-09    9.16652E-06    -5.89372E-09
853    2.42058E+03    1.28833E+01    7.68038E-07    8.63303E+00    7.47107E-09    9.12212E-06    3.61107E-09
854    2.41242E+03    1.30157E+01    7.64893E-07    1.03822E+01    7.45566E-09    9.07751E-06    1.30927E-08
855    2.40411E+03    1.31541E+01    7.61795E-07    1.21137E+01    7.44028E-09    9.03269E-06    2.25500E-08
856    2.39562E+03    1.32984E+01    7.58742E-07    1.38270E+01    7.42496E-09    8.98767E-06    3.19815E-08
857    2.38698E+03    1.34485E+01    7.55732E-07    1.55216E+01    7.40967E-09    8.94243E-06    4.13860E-08
858    2.37819E+03    1.36043E+01    7.52760E-07    1.71969E+01    7.39443E-09    8.89700E-06    5.07623E-08
859    2.36924E+03    1.37658E+01    7.49826E-07    1.88522E+01    7.37923E-09    8.85137E-06    6.01089E-08
860    2.36015E+03    1.39329E+01    7.46926E-07    2.04865E+01    7.36408E-09    8.80554E-06    6.94247E-08
861    2.35090E+03    1.41057E+01    7.44057E-07    2.20992E+01    7.34896E-09    8.75952E-06    7.87083E-08
862    2.34151E+03    1.42840E+01    7.41217E-07    2.36892E+01    7.33389E-09    8.71331E-06    8.79584E-08
863    2.33198E+03    1.44680E+01    7.38404E-07    2.52558E+01    7.31886E-09    8.66692E-06    9.71737E-08
864    2.32231E+03    1.46575E+01    7.35614E-07    2.67980E+01    7.30388E-09    8.62034E-06    1.06353E-07
865    2.31249E+03    1.48525E+01    7.32846E-07    2.83152E+01    7.28893E-09    8.57358E-06    1.15495E-07
866    2.30255E+03    1.50530E+01    7.30096E-07    2.98070E+01    7.27403E-09    8.52664E-06    1.24598E-07
867    2.29245E+03    1.52589E+01    7.27361E-07    3.12735E+01    7.25916E-09    8.47953E-06    1.33662E-07
868    2.28223E+03    1.54700E+01    7.24640E-07    3.27142E+01    7.24434E-09    8.43225E-06    1.42684E-07
869    2.27187E+03    1.56862E+01    7.21930E-07    3.41292E+01    7.22956E-09    8.38480E-06    1.51664E-07
870    2.26138E+03    1.59075E+01    7.19227E-07    3.55183E+01    7.21483E-09    8.33719E-06    1.60600E-07
871    2.25076E+03    1.61338E+01    7.16530E-07    3.68813E+01    7.20013E-09    8.28941E-06    1.69491E-07
872    2.24001E+03    1.63649E+01    7.13835E-07    3.82181E+01    7.18547E-09    8.24148E-06    1.78335E-07
873    2.22914E+03    1.66006E+01    7.11141E-07    3.95280E+01    7.17085E-09    8.19339E-06    1.87132E-07
874    2.21816E+03    1.68411E+01    7.08444E-07    4.08108E+01    7.15628E-09    8.14514E-06    1.95879E-07
875    2.20706E+03    1.70860E+01    7.05742E-07    4.20656E+01    7.14174E-09    8.09675E-06    2.04577E-07
876    2.19585E+03    1.73354E+01    7.03032E-07    4.32920E+01    7.12725E-09    8.04821E-06    2.13223E-07
877    2.18454E+03    1.75889E+01    7.00312E-07    4.44894E+01    7.11279E-09    7.99953E-06    2.21816E-07
878    2.17314E+03    1.78466E+01    6.97578E-07    4.56574E+01    7.09837E-09    7.95070E-06    2.30355E-07
879    2.16165E+03    1.81084E+01    6.94829E-07    4.67954E+01    7.08400E-09    7.90174E-06    2.38839E-07
880    2.15007E+03    1.83740E+01    6.92062E-07    4.79028E+01    7.06966E-09    7.85265E-06    2.47266E-07
881    2.13840E+03    1.86435E+01    6.89273E-07    4.89792E+01    7.05536E-09    7.80342E-06    2.55634E-07
882    2.12665E+03    1.89168E+01    6.86461E-07    5.00242E+01    7.04110E-09    7.75407E-06    2.63944E-07
883    2.11482E+03    1.91937E+01    6.83623E-07    5.10372E+01    7.02688E-09    7.70459E-06    2.72193E-07
884    2.10291E+03    1.94743E+01    6.80756E-07    5.20179E+01    7.01270E-09    7.65499E-06    2.80380E-07
885    2.09092E+03    1.97584E+01    6.77858E-07    5.29656E+01    6.99856E-09    7.60527E-06    2.88504E-07
886    2.07885E+03    2.00459E+01    6.74926E-07    5.38800E+01    6.98446E-09    7.55543E-06    2.96563E-07
887    2.06671E+03    2.03367E+01    6.71957E-07    5.47610E+01    6.97039E-09    7.50548E-06    3.04557E-07
888    2.05451E+03    2.06308E+01    6.68948E-07    5.56085E+01    6.95637E-09    7.45542E-06    3.12484E-07
889    2.04223E+03    2.09278E+01    6.65898E-07    5.64226E+01    6.94238E-09    7.40526E-06    3.20342E-07
890    2.02990E+03    2.12278E+01    6.62803E-07    5.72031E+01    6.92842E-09    7.35499E-06    3.28130E-07
891    2.01750E+03    2.15306E+01    6.59661E-07    5.79501E+01    6.91451E-09    7.30462E-06    3.35848E-07
892    2.00506E+03    2.18361E+01    6.56469E-07    5.86635E+01    6.90064E-09    7.25415E-06    3.43494E-07
893    1.99256E+03    2.21442E+01    6.53225E-07    5.93432E+01    6.88680E-09    7.20359E-06    3.51066E-07
894    1.98002E+03    2.24546E+01    6.49925E-07    5.99892E+01    6.87300E-09    7.15293E-06    3.58563E-07
895    1.96743E+03    2.27674E+01    6.46568E-07    6.06012E+01    6.85923E-09    7.10219E-06    3.65984E-07
896    1.95480E+03    2.30822E+01    6.43151E-07    6.11793E+01    6.84551E-09    7.05136E-06    3.73327E-07
897    1.94214E+03    2.33990E+01    6.39671E-07    6.17233E+01    6.83182E-09    7.00046E-06    3.80592E-07
898    1.92945E+03    2.37177E+01    6.36125E-07    6.22329E+01    6.81816E-09    6.94947E-06    3.87777E-07
899    1.91673E+03    2.40379E+01    6.32511E-07    6.27082E+01    6.80455E-09    6.89840E-06    3.94881E-07
900    1.90400E+03    2.43598E+01    6.28826E-07    6.31490E+01    6.79097E-09    6.84726E-06    4.01902E-07
901    1.89123E+03    2.46830E+01    6.25068E-07    6.35551E+01    6.77742E-09    6.79606E-06    4.08840E-07
902    1.87846E+03    2.50074E+01    6.21240E-07    6.39266E+01    6.76391E-09    6.74479E-06    4.15694E-07
903    1.86569E+03    2.53330E+01    6.17342E-07    6.42633E+01    6.75044E-09    6.69345E-06    4.22464E-07
904    1.85290E+03    2.56597E+01    6.13379E-07    6.45651E+01    6.73700E-09    6.64206E-06    4.29150E-07
905    1.84011E+03    2.59871E+01    6.09351E-07    6.48319E+01    6.72360E-09    6.59063E-06    4.35752E-07
906    1.82732E+03    2.63155E+01    6.05262E-07    6.50637E+01    6.71024E-09    6.53914E-06    4.42271E-07
907    1.81455E+03    2.66444E+01    6.01114E-07    6.52603E+01    6.69691E-09    6.48762E-06    4.48705E-07
908    1.80178E+03    2.69737E+01    5.96909E-07    6.54219E+01    6.68362E-09    6.43606E-06    4.55057E-07
909    1.78902E+03    2.73036E+01    5.92649E-07    6.55485E+01    6.67036E-09    6.38447E-06    4.61324E-07
910    1.77628E+03    2.76337E+01    5.88337E-07    6.56401E+01    6.65714E-09    6.33285E-06    4.67508E-07
911    1.76356E+03    2.79640E+01    5.83976E-07    6.56969E+01    6.64395E-09    6.28121E-06    4.73608E-07
912    1.75086E+03    2.82942E+01    5.79567E-07    6.57190E+01    6.63079E-09    6.22956E-06    4.79624E-07
913    1.73820E+03    2.86245E+01    5.75113E-07    6.57065E+01    6.61768E-09    6.17790E-06    4.85557E-07
914    1.72556E+03    2.89544E+01    5.70616E-07    6.56593E+01    6.60459E-09    6.12623E-06    4.91406E-07
915    1.71295E+03    2.92841E+01    5.66079E-07    6.55777E+01    6.59154E-09    6.07456E-06    4.97171E-07
916    1.70038E+03    2.96133E+01    5.61505E-07    6.54619E+01    6.57853E-09    6.02289E-06    5.02853E-07
917    1.68785E+03    2.99418E+01    5.56895E-07    6.53118E+01    6.56555E-09    5.97123E-06    5.08451E-07
918    1.67536E+03    3.02696E+01    5.52251E-07    6.51278E+01    6.55260E-09    5.91958E-06    5.13966E-07
919    1.66291E+03    3.05965E+01    5.47577E-07    6.49099E+01    6.53969E-09    5.86796E-06    5.19397E-07
920    1.65052E+03    3.09224E+01    5.42875E-07    6.46582E+01    6.52681E-09    5.81635E-06    5.24744E-07
921    1.63816E+03    3.12471E+01    5.38146E-07    6.43730E+01    6.51397E-09    5.76478E-06    5.30008E-07
922    1.62587E+03    3.15704E+01    5.33394E-07    6.40546E+01    6.50116E-09    5.71323E-06    5.35189E-07
923    1.61364E+03    3.18924E+01    5.28620E-07    6.37033E+01    6.48838E-09    5.66173E-06    5.40286E-07
924    1.60146E+03    3.22128E+01    5.23828E-07    6.33195E+01    6.47564E-09    5.61027E-06    5.45299E-07
925    1.58935E+03    3.25315E+01    5.19019E-07    6.29035E+01    6.46293E-09    5.55886E-06    5.50229E-07
926    1.57730E+03    3.28485E+01    5.14196E-07    6.24557E+01    6.45026E-09    5.50749E-06    5.55076E-07
927    1.56533E+03    3.31634E+01    5.09361E-07    6.19765E+01    6.43761E-09    5.45619E-06    5.59839E-07
928    1.55344E+03    3.34765E+01    5.04516E-07    6.14661E+01    6.42501E-09    5.40495E-06    5.64518E-07
929    1.54162E+03    3.37873E+01    4.99665E-07    6.09250E+01    6.41243E-09    5.35378E-06    5.69115E-07
930    1.52989E+03    3.40957E+01    4.94809E-07    6.03534E+01    6.39989E-09    5.30268E-06    5.73628E-07
931    1.51824E+03    3.44018E+01    4.89950E-07    5.97515E+01    6.38738E-09    5.25166E-06    5.78057E-07
932    1.50667E+03    3.47053E+01    4.85092E-07    5.91196E+01    6.37490E-09    5.20072E-06    5.82403E-07
933    1.49520E+03    3.50061E+01    4.80235E-07    5.84582E+01    6.36245E-09    5.14986E-06    5.86666E-07
934    1.48382E+03    3.53040E+01    4.75384E-07    5.77674E+01    6.35004E-09    5.09910E-06    5.90846E-07
935    1.47253E+03    3.55989E+01    4.70540E-07    5.70476E+01    6.33766E-09    5.04844E-06    5.94942E-07
936    1.46134E+03    3.58907E+01    4.65705E-07    5.62991E+01    6.32531E-09    4.99788E-06    5.98955E-07
937    1.45025E+03    3.61794E+01    4.60883E-07    5.55224E+01    6.31300E-09    4.94742E-06    6.02885E-07
938    1.43926E+03    3.64647E+01    4.56074E-07    5.47177E+01    6.30071E-09    4.89708E-06    6.06731E-07
